datetime,lat,lon,p,t,s,o2_t,fchl,fdom,par,tilt,tilt_std,sigma,poc,bbp,cphyto,chla_adj,o2_c
2018-10-04 07:04:32,45.3179,-40.1488,0.5,19.877,35.981,-0.00366103786712,0.19703,1.5609,-0.000828632831,8.8,nan,25.5469689932,4.67057430438,0.000538382200451,9.49881670228,0.0767370689655,13.6290300867
2018-10-04 07:04:32,45.3179,-40.1488,2.0,19.887,35.977,-0.00366103786717,0.192882,1.5609,-0.000341201753945,7.4,nan,25.5413491755,5.05704591639,0.000549292697092,9.6793568736,0.074949137931,13.6341278876
2018-10-04 07:04:32,45.3179,-40.1488,3.9,19.894,35.977,-0.00366103786623,0.201178,1.5351,-0.000341201753945,5.9,nan,25.5395936054,4.20815505733,0.000525327622871,9.28279760156,0.078525,13.631057743
2018-10-04 07:04:32,45.3179,-40.1488,5.9,19.901,35.977,-0.00366103786537,0.203252,1.5222,-0.000341201753945,5.6,nan,25.537842735,3.82237312546,0.00051443659662,9.10257961424,0.0794189655172,13.6318577535
2018-10-04 07:04:32,45.3179,-40.1488,8.0,19.906,35.976,-0.0036610378646,0.205326,1.548,0.000146229323111,4.9,1.94,25.535862784,4.1312999641,0.00052315792344,9.24689475315,0.0803129310345,13.6305554425
2018-10-04 07:04:32,45.3179,-40.1488,10.0,19.909,35.976,-0.00366103786437,0.205326,1.5222,0.000633660400167,4.0,1.84,25.535169632,3.59106694416,0.000507906581903,8.99452495692,0.0803129310345,13.6334207432
2018-10-04 07:04:32,45.3179,-40.1488,12.0,19.909,35.975,-0.00366103786444,0.203252,1.548,-0.000341201753945,3.5,1.69,25.5345098001,4.44018614677,0.000531878102501,9.39119089963,0.0794189655172,13.6294393064
2018-10-04 07:04:32,45.3179,-40.1488,14.0,19.909,35.975,-0.00366103786444,0.213622,1.548,0.000146229323111,3.0,1.26,25.5346128231,3.20522862813,0.000497013963868,8.81428062975,0.0838887931034,13.6339604017
2018-10-04 07:04:32,45.3179,-40.1488,16.0,19.911,35.975,-0.00366103786435,0.19703,1.548,-0.000341201753945,2.8,1.0,25.5341867963,3.82274796857,0.000514447178831,9.10275472216,0.0767370689655,13.6225033618
2018-10-04 07:04:32,45.3179,-40.1488,18.0,19.909,35.976,-0.00366103786461,0.221918,1.5351,-0.000828632831,2.8,1.08,25.5355817411,4.67165477297,0.000538412703206,9.49932144307,0.0874646551724,13.6279141152
2018-10-04 07:04:32,45.3179,-40.1488,20.0,19.911,35.976,-0.00366103786447,0.211548,1.5609,-0.000341201753945,2.7,0.45,25.5351557513,4.36295597511,0.000529697814214,9.35511283338,0.0829948275862,13.6261474067
2018-10-04 07:04:32,45.3179,-40.1488,22.0,19.91,35.975,-0.00366103786476,0.213622,1.5738,-0.000341201753945,2.5,1.16,25.5347685116,3.59117314472,0.000507909580055,8.9945745685,0.0838887931034,13.6204773823
2018-10-04 07:04:32,45.3179,-40.1488,24.0,19.909,35.975,-0.00366103786502,0.215696,1.5738,-0.000341201753945,2.6,1.0,25.5351441084,4.51737099169,0.000534057111165,9.4272477915,0.0847827586207,13.6146247187
2018-10-04 07:04:32,45.3179,-40.1488,26.0,19.908,35.975,-0.00366103786522,0.211548,1.548,-0.000341201753945,2.6,0.74,25.5355196897,4.20861131712,0.00052534050356,9.28301074326,0.0829948275862,13.6131388557
2018-10-04 07:04:32,45.3179,-40.1488,28.0,19.909,35.975,-0.00366103786522,0.209474,1.5351,-0.000341201753945,2.7,0.33,25.5353663125,4.67174068152,0.000538415128494,9.49936157523,0.082100862069,13.6149962179
2018-10-04 07:04:32,45.3179,-40.1488,30.0,19.909,35.976,-0.00366103786527,0.219844,1.5738,-0.000828632831,2.6,0.3,25.5362402861,3.97699116874,0.000518801625225,9.17480941626,0.0865706896552,13.610854758
2018-10-04 07:04:32,45.3179,-40.1488,32.0,19.91,35.971,-0.00366103786529,0.213622,1.5222,-0.000828632831,2.5,0.22,25.5322769272,3.8230713236,0.000514456307481,9.10290577742,0.0838887931034,13.6119131795
2018-10-04 07:04:32,45.3179,-40.1488,34.1,19.913,35.976,-0.00366103786527,0.211548,1.5222,-0.000828632831,2.5,0.37,25.5354189948,3.74551778597,0.000512266890237,9.06667665079,0.0829948275862,13.6097964449
2018-10-04 07:04:32,45.3179,-40.1488,36.0,19.913,35.976,-0.00366103786565,0.211548,1.548,-0.000341201753945,2.5,0.32,25.5355286829,3.97707232071,0.00051880391623,9.1748473264,0.0829948275862,13.6042281625
2018-10-04 07:04:32,45.3179,-40.1488,38.1,19.913,35.976,-0.00366103786622,0.211548,1.548,-0.000828632831,2.6,0.34,25.5356499235,3.43677840631,0.000503550855579,8.92244908333,0.0829948275862,13.5955290928
2018-10-04 07:04:32,45.3179,-40.1488,39.9,19.912,35.976,-0.00366103786726,0.205326,1.5351,0.000146229323111,2.6,0.17,25.5360183216,3.05083389809,0.000492655239628,8.74215514849,0.0803129310345,13.5852258248
2018-10-04 07:04:32,45.3179,-40.1488,42.4,19.914,35.977,-0.00366103786897,0.223992,1.5351,0.000146229323111,2.5,0.18,25.5364013599,9.61150037453,0.00067786969608,11.806969776,0.0883586206897,13.5630790179
2018-10-04 07:04:32,45.3179,-40.1488,43.9,19.916,35.977,-0.00366103787226,0.211548,1.5222,-0.00131606390806,2.5,0.13,25.5359619975,3.59112302461,0.000507908165112,8.9945511549,0.0829948275862,13.5261626536
2018-10-04 07:04:32,45.3179,-40.1488,45.9,19.917,35.976,-0.00366103787632,0.215696,1.5351,-0.00180349498511,2.5,0.22,25.5350541326,4.59463218556,0.00053623827524,9.46334034978,0.0847827586207,13.4721803701
