datetime,lat,lon,p,t,s,o2_t,fchl,fdom,par,tilt,tilt_std,sigma,poc,bbp,cphyto,chla_adj,o2_c
2018-09-30 07:08:30,45.2334,-40.4112,0.5,20.438,36.036,-0.00366103778063,0.190808,1.5738,-0.000828632831,8.9,nan,25.4392807107,5.21713730061,0.000553812243821,9.75414354624,0.0740551724138,13.7665969886
2018-09-30 07:08:30,45.2334,-40.4112,2.0,20.438,36.036,-0.00366103778128,0.194956,1.5738,-0.00180349498511,6.4,nan,25.4393586469,3.98217978197,0.000518948105188,9.17723327637,0.0758431034483,13.7714233797
2018-09-30 07:08:30,45.2334,-40.4112,4.0,20.438,36.036,-0.00366103778147,0.18666,1.5738,-0.00131606390806,5.3,nan,25.4394625672,4.1365494718,0.000523306122517,9.2493470601,0.0722672413793,13.7631670858
2018-09-30 07:08:30,45.2334,-40.4112,6.1,20.438,36.036,-0.00366103778152,0.188734,1.548,-0.00131606390806,4.1,1.95,25.4395716899,3.82781009214,0.000514590087859,9.10511949263,0.0731612068966,13.7633555127
2018-09-30 07:08:30,45.2334,-40.4112,8.0,20.438,36.037,-0.00366103778153,0.194956,1.5738,-0.00131606390806,4.2,1.77,25.4404324936,4.98549710133,0.000547272799428,9.64593285246,0.0758431034483,13.764429611
2018-09-30 07:08:30,45.2334,-40.4112,10.0,20.439,36.037,-0.00366103778157,0.199104,1.548,-0.00180349498511,3.5,1.57,25.4402673573,4.83114619528,0.000542915312384,9.57382784357,0.0776310344828,13.7572522156
2018-09-30 07:08:30,45.2334,-40.4112,12.0,20.437,36.038,-0.00366103778193,0.203252,1.548,-0.00229092606217,3.0,1.45,25.4416743098,5.834425945,0.000571238945994,10.042509869,0.0794189655172,13.753599484
2018-09-30 07:08:30,45.2334,-40.4112,14.0,20.433,36.044,-0.00366103778257,0.203252,1.5738,-0.00229092606217,2.8,1.07,25.4474296749,4.5216944383,0.000534179166572,9.42926748911,0.0794189655172,13.7446801575
2018-09-30 07:08:30,45.2334,-40.4112,16.0,20.433,36.049,-0.00366103778269,0.209474,1.5738,-0.00180349498511,2.9,0.81,25.4513468221,4.67563585379,0.000538525093269,9.50118120454,0.082100862069,13.731183996
2018-09-30 07:08:30,45.2334,-40.4112,18.0,20.431,36.071,-0.003661037783,0.230214,1.5867,-0.00131606390806,3.0,0.92,25.4687576016,4.44215962006,0.00053193381571,9.39211280746,0.0910405172414,13.7099789438
2018-09-30 07:08:30,45.2334,-40.4112,20.0,20.446,36.096,-0.00366103778104,0.261324,1.5867,-0.00131606390806,2.8,0.86,25.4838798966,4.98059523123,0.000547134414523,9.64364294438,0.10445,13.703457247
2018-09-30 07:08:30,45.2334,-40.4112,22.0,20.448,36.1,-0.00366103778092,0.267546,1.5996,-0.00180349498511,2.5,0.79,25.4865039886,5.28902979958,0.00055584184404,9.78772811928,0.107131896552,13.6959661013
2018-09-30 07:08:30,45.2334,-40.4112,24.0,20.454,36.102,-0.00366103778048,0.284138,1.5738,-0.00131606390806,2.7,0.81,25.4865269572,7.52733173715,0.000619031441961,10.8333506248,0.11428362069,13.6920166993
2018-09-30 07:08:30,45.2334,-40.4112,26.0,20.448,36.101,-0.00366103778157,0.30073,1.5738,-0.00180349498511,2.5,0.81,25.4874944525,5.36612905534,0.000558018436433,9.82374502819,0.121435344828,13.6872457309
2018-09-30 07:08:30,45.2334,-40.4112,28.0,20.44,36.099,-0.00366103778306,0.3111,1.5609,-0.00229092606217,2.6,0.42,25.488237718,5.13459539693,0.0005514819998,9.71558410496,0.125905172414,13.6822152043
2018-09-30 07:08:30,45.2334,-40.4112,30.0,20.43,36.096,-0.00366103778471,0.329766,1.5867,-0.00180349498511,2.6,0.32,25.4887562566,5.52058827847,0.000562378981381,9.89590063739,0.133950862069,13.6704245413
2018-09-30 07:08:30,45.2334,-40.4112,32.0,20.421,36.093,-0.00366103778639,0.344284,1.5738,-0.00229092606217,2.6,0.38,25.4890095563,6.21533913481,0.000581992522579,10.220453424,0.14020862069,13.6631624903
2018-09-30 07:08:30,45.2334,-40.4112,34.0,20.412,36.091,-0.00366103778787,0.358802,1.5996,-0.00180349498511,2.5,0.27,25.4900241192,6.29252541409,0.000584171571738,10.2565109859,0.14646637931,13.6503123676
2018-09-30 07:08:30,45.2334,-40.4112,36.0,20.413,36.092,-0.00366103778813,0.398208,1.6125,-0.00180349498511,2.5,0.18,25.4906361324,5.90653445497,0.000573274644429,10.0761953516,0.163451724138,13.6416489392
2018-09-30 07:08:30,45.2334,-40.4112,38.0,20.417,36.093,-0.00366103778813,0.410652,1.5738,-0.00229092606217,2.5,0.22,25.4904415345,6.36963339287,0.000586348410391,10.2925319698,0.168815517241,13.62590567
2018-09-30 07:08:30,45.2334,-40.4112,40.0,20.415,36.093,-0.00366103778894,0.42517,1.5867,-0.00131606390806,2.5,0.22,25.4910980518,6.06085628005,0.000577631310486,10.1482867753,0.175073275862,13.6166123946
2018-09-30 07:08:30,45.2334,-40.4112,42.0,20.411,36.092,-0.00366103779015,0.447984,1.6125,-0.00131606390806,2.5,0.19,25.4915342463,6.06086638924,0.00057763159588,10.1482914978,0.184906896552,13.5978468918
2018-09-30 07:08:30,45.2334,-40.4112,44.0,20.413,36.093,-0.00366103779063,0.479094,1.5867,-0.00131606390806,2.5,0.24,25.4918817078,5.36615493113,0.000558019166934,9.82375711606,0.19831637931,13.5873375271
2018-09-30 07:08:30,45.2334,-40.4112,46.0,20.414,36.093,-0.00366103779163,0.483242,1.5996,-0.000828632831,2.5,0.18,25.4917358588,6.21520709898,0.00058198879507,10.2203917435,0.200104310345,13.5734156749
2018-09-30 07:08:30,45.2334,-40.4112,48.0,20.415,36.093,-0.00366103779247,0.489464,1.5996,-0.00131606390806,2.5,0.14,25.4915900208,6.13804112497,0.000579810319151,10.1843436672,0.202786206897,13.5649273903
2018-09-30 07:08:30,45.2334,-40.4112,50.0,20.414,36.093,-0.00366103779401,0.506056,1.5996,-0.00131606390806,2.5,0.12,25.4919818544,5.36617380492,0.00055801969976,9.82376593294,0.209937931034,13.5480086802
2018-09-30 07:08:30,45.2334,-40.4112,52.0,20.401,36.088,-0.00366103779742,0.52887,1.5996,-0.00180349498511,2.5,0.11,25.4917807661,5.36635629889,0.000558024851756,9.82385118498,0.219771551724,13.529662271
2018-09-30 07:08:30,45.2334,-40.4112,54.0,20.38,36.082,-0.00366103780223,0.530944,1.5996,-0.00180349498511,2.5,0.12,25.492964041,5.21210267344,0.000553670111045,9.75179162071,0.220665517241,13.5049142565
2018-09-30 07:08:30,45.2334,-40.4112,56.1,20.369,36.079,-0.00366103780713,0.55998,1.5996,-0.00180349498511,2.5,0.08,25.4937518198,4.82622655196,0.000542776425723,9.57152963273,0.233181034483,13.4579561051
2018-09-30 07:08:30,45.2334,-40.4112,58.0,20.355,36.073,-0.00366103781658,0.572424,1.6125,-0.00229092606217,2.4,0.12,25.4930449334,7.14201953322,0.000608153676619,10.6533520709,0.238544827586,13.3306757927
2018-09-30 07:08:30,45.2334,-40.4112,59.8,20.066,36.025,-0.00366103787638,0.671976,1.677,-0.00326578821628,2.7,0.16,25.5337201935,6.75459043113,0.000597216149035,10.4723646082,0.281455172414,12.9478896886
2018-09-30 07:08:30,45.2334,-40.4112,62.0,18.702,36.179,-0.00366103808712,0.941596,1.9737,-0.00375321929333,2.3,0.12,26.0062533914,8.79550640445,0.000654833335341,11.4257782821,0.397670689655,12.4092816578
2018-09-30 07:08:30,45.2334,-40.4112,64.0,18.265,36.237,-0.00366103812943,0.85034,1.9608,-0.00375321929333,2.4,0.14,26.1611154478,8.62539771233,0.000650030989564,11.3463120251,0.358336206897,12.1995171017
2018-09-30 07:08:30,45.2334,-40.4112,66.0,18.208,36.259,-0.00366103813944,0.748714,1.9866,-0.00326578821628,2.4,0.07,26.1923394676,7.15554472624,0.000608535506923,10.6596703633,0.314531896552,11.9492813126
2018-09-30 07:08:30,45.2334,-40.4112,68.0,18.163,36.291,-0.00366103814539,0.649162,1.9608,-0.00375321929333,2.5,0.09,26.2281978197,5.29920231497,0.000556129024758,9.79248020873,0.271621551724,11.7471969721
2018-09-30 07:08:30,45.2334,-40.4112,70.0,18.099,36.305,-0.00366103815518,0.620126,1.9608,-0.00277835713922,2.6,0.05,26.2549986144,4.37013421597,0.00052990046344,9.35846614781,0.259106034483,11.6600875785
2018-09-30 07:08:30,45.2334,-40.4112,72.0,18.048,36.318,-0.00366103816538,0.55998,1.9608,-0.00326578821628,2.4,0.1,26.2777643475,4.67643436902,0.000538547636187,9.50155423084,0.233181034483,11.5852505743
