datetime,lat,lon,p,t,s,o2_t,fchl,fdom,par,tilt,tilt_std,sigma,poc,bbp,cphyto,chla_adj,o2_c
2017-11-20 07:45:23,48.4722,-42.2434,0.3,14.822,35.485,-0.00366103866991,0.877302,1.8705,0.000146229323111,12.0,nan,26.3897098011,18.0031287876,0.00091477411743,15.7271180722,0.369957758621,12.2838165387
2017-11-20 07:45:23,48.4722,-42.2434,1.9,14.827,35.484,-0.00366103867038,0.893894,1.8834,0.000146229323111,9.2,nan,26.3878976259,17.8490256356,0.000910423624741,15.6551288015,0.377109482759,12.2822727514
2017-11-20 07:45:23,48.4722,-42.2434,4.0,14.825,35.485,-0.00366103867118,0.91256,1.8705,-0.000341201753945,7.7,nan,26.3891766167,19.2381930424,0.000949641269334,16.3040782038,0.385155172414,12.2796082711
2017-11-20 07:45:23,48.4722,-42.2434,6.2,14.82,35.486,-0.00366103867195,0.925004,1.8576,-0.000341201753945,6.0,nan,26.3911153383,17.1539356573,0.000890800509776,15.3304175941,0.390518965517,12.2790722151
2017-11-20 07:45:23,48.4722,-42.2434,7.9,14.82,35.486,-0.00366103867177,0.92293,1.8834,-0.000341201753945,6.1,nan,26.3911720074,17.6170447268,0.000903874561764,15.5467589453,0.389625,12.2789585101
2017-11-20 07:45:23,48.4722,-42.2434,10.0,14.833,35.485,-0.00366103866992,0.908412,1.8834,0.000146229323111,5.5,nan,26.3876257494,17.9263351674,0.000912606153446,15.6912439409,0.383367241379,12.2791047025
2017-11-20 07:45:23,48.4722,-42.2434,12.1,14.841,35.485,-0.00366103866878,0.94367,1.8705,-0.000341201753945,4.1,1.92,26.3859350459,19.3931315041,0.000954015343688,16.3764576893,0.398564655172,12.2781463708
2017-11-20 07:45:23,48.4722,-42.2434,14.0,14.829,35.485,-0.00366103867065,0.939522,1.8834,0.000146229323111,4.6,2.1,26.3886170705,18.0805626386,0.000916960155795,15.7632912872,0.396776724138,12.2738756492
2017-11-20 07:45:23,48.4722,-42.2434,15.9,14.822,35.486,-0.00366103867181,0.939522,1.8705,0.000633660400167,3.9,1.79,26.3909750725,18.0802249708,0.000916950623081,15.7631335457,0.396776724138,12.2701748127
2017-11-20 07:45:23,48.4722,-42.2434,18.0,14.822,35.485,-0.00366103867182,0.939522,1.8834,0.000146229323111,3.3,1.57,26.3902645669,17.9259439427,0.000912595108765,15.6910611803,0.396776724138,12.2685196376
2017-11-20 07:45:23,48.4722,-42.2434,20.0,14.822,35.486,-0.00366103867186,0.98515,1.8834,-0.000341201753945,3.2,1.43,26.3910936974,19.0064431097,0.000943098727055,16.1958162481,0.416443965517,12.2650479436
2017-11-20 07:45:23,48.4722,-42.2434,22.0,14.82,35.486,-0.00366103867232,0.937448,1.8705,-0.000341201753945,2.7,1.47,26.3916086143,16.6136417429,0.000875547449125,15.0780193511,0.395882758621,12.2645937963
2017-11-20 07:45:23,48.4722,-42.2434,24.0,14.816,35.486,-0.00366103867311,0.997594,1.8576,-0.000341201753945,3.0,1.2,26.3925609186,17.925641719,0.000912586576675,15.6909199965,0.421807758621,12.2588053028
2017-11-20 07:45:23,48.4722,-42.2434,26.0,14.81,35.487,-0.00366103867394,0.99552,1.8963,0.000146229323111,2.8,1.17,26.3947216418,17.5394151501,0.000901682997858,15.5104942971,0.420913793103,12.2612532306
2017-11-20 07:45:23,48.4722,-42.2434,28.0,14.808,35.487,-0.00366103867431,0.951966,1.8705,0.000146229323111,2.9,0.69,26.3952362601,18.079637812,0.000916934046977,15.7628592546,0.402140517241,12.2542839549
2017-11-20 07:45:23,48.4722,-42.2434,30.0,14.8,35.488,-0.00366103867553,1.00589,1.8834,0.000633660400167,2.7,0.63,26.3978335854,18.696742762,0.000934355563267,16.0511397645,0.42538362069,12.2539437247
2017-11-20 07:45:23,48.4722,-42.2434,32.1,14.808,35.487,-0.00366103867435,0.960262,1.8705,0.000146229323111,2.6,0.67,26.3954036911,16.9990499832,0.000886427925674,15.2580627684,0.40571637931,12.2569089939
2017-11-20 07:45:23,48.4722,-42.2434,34.0,14.804,35.487,-0.00366103867534,0.96441,1.8834,0.000146229323111,2.6,0.73,26.3963595726,17.7707558888,0.000908213988167,15.6185650979,0.407504310345,12.2512061215
2017-11-20 07:45:23,48.4722,-42.2434,35.9,14.803,35.487,-0.00366103867552,0.939522,1.8705,0.000146229323111,2.5,0.36,26.3966596367,17.3847960204,0.00089731793858,15.4382639875,0.396776724138,12.2478054558
2017-11-20 07:45:23,48.4722,-42.2434,38.1,14.809,35.486,-0.00366103867496,0.989298,1.8834,0.000633660400167,2.6,0.62,26.394671232,18.7744257115,0.000936548633942,16.0874293459,0.418231896552,12.2450534201
2017-11-20 07:45:23,48.4722,-42.2434,40.0,14.803,35.487,-0.00366103867584,0.951966,1.8705,0.000633660400167,2.6,0.41,26.3968355191,16.9216869509,0.000884243886592,15.2219226363,0.402140517241,12.2426743561
2017-11-20 07:45:23,48.4722,-42.2434,41.9,14.781,35.489,-0.003661038679,0.937448,1.8834,0.00112109147722,2.6,0.38,26.4032683829,18.3100518211,0.000923438874742,15.8704971337,0.395882758621,12.2362037041
2017-11-20 07:45:23,48.4722,-42.2434,44.0,14.747,35.491,-0.00366103868484,0.92293,1.8834,0.000146229323111,2.6,0.58,26.4123225219,20.0067247786,0.000971337721717,16.6630977204,0.389625,12.2259728287
2017-11-20 07:45:23,48.4722,-42.2434,46.0,14.731,35.491,-0.00366103868718,0.906338,1.8705,0.000146229323111,2.5,0.32,26.4158982649,18.6940087657,0.0009342783797,16.0498625784,0.382473275862,12.2246321505
2017-11-20 07:45:23,48.4722,-42.2434,48.0,14.718,35.49,-0.00366103868939,0.927078,1.8963,0.00112109147722,2.6,0.38,26.4180467935,17.4586732617,0.000899403570146,15.4727757327,0.391412931034,12.2200461909
2017-11-20 07:45:23,48.4722,-42.2434,50.0,14.717,35.489,-0.00366103868997,0.9333,1.8576,0.00112109147722,2.6,0.33,26.4175815353,17.0728018276,0.000888510017154,15.2925159345,0.394094827586,12.2162854081
2017-11-20 07:45:23,48.4722,-42.2434,52.0,14.683,35.484,-0.00366103869536,0.895968,1.8834,0.00112109147722,2.6,0.19,26.4212058995,17.2263919537,0.000892846026585,15.3642655451,0.378003448276,12.2104776639
2017-11-20 07:45:23,48.4722,-42.2434,54.0,14.571,35.48,-0.00366103871197,0.76738,1.8963,0.000633660400167,2.6,0.29,26.4424929829,18.9979430884,0.000942858762588,16.1918454641,0.322577586207,12.1917878008
2017-11-20 07:45:23,48.4722,-42.2434,56.0,14.541,35.476,-0.00366103871658,0.73627,1.8705,0.00112109147722,2.5,0.18,26.445975788,16.3729205425,0.000868751638601,14.9655664686,0.309168103448,12.1843864217
2017-11-20 07:45:23,48.4722,-42.2434,58.0,14.54,35.476,-0.00366103871661,0.75701,1.8705,0.00112109147722,2.5,0.17,26.4462758297,17.1447325073,0.000890540695256,15.3261183436,0.318107758621,12.1766693595
2017-11-20 07:45:23,48.4722,-42.2434,60.0,14.538,35.477,-0.00366103871673,0.734196,1.8963,0.00112109147722,2.5,0.15,26.4475636905,17.0673858621,0.000888357118798,15.2899858667,0.308274137931,12.1679951217
2017-11-20 07:45:23,48.4722,-42.2434,62.0,14.537,35.477,-0.00366103871687,0.707234,1.9479,0.000633660400167,2.5,0.16,26.4478636942,16.5270554531,0.000873103027867,15.0375705752,0.296652586207,12.1522731207
2017-11-20 07:45:23,48.4722,-42.2434,64.0,14.535,35.477,-0.00366103871706,0.678198,1.8834,0.00160852255428,2.5,0.09,26.4483796612,15.5235794704,0.000844773854397,14.5687968796,0.284137068966,12.1173925257
2017-11-20 07:45:23,48.4722,-42.2434,66.0,14.531,35.477,-0.00366103871763,0.63257,1.8834,0.00112109147722,2.5,0.09,26.4493274525,15.6006182791,0.000846948740305,14.6047855506,0.264469827586,12.0796960903
2017-11-20 07:45:23,48.4722,-42.2434,68.0,14.514,35.48,-0.00366103872,0.510204,1.8963,0.00112109147722,2.5,0.17,26.4553964014,13.2841852038,0.000781553418885,13.5226640926,0.211725862069,12.0293233442
2017-11-20 07:45:23,48.4722,-42.2434,70.0,14.515,35.497,-0.00366103871951,0.398208,1.9221,0.00112109147722,2.5,0.11,26.4683863662,9.886578652,0.000685635442719,11.9354725633,0.163451724138,11.9977296403
2017-11-20 07:45:23,48.4722,-42.2434,72.0,14.525,35.503,-0.00366103871772,0.38369,1.8834,0.00160852255428,2.6,0.11,26.4709429899,11.5072932023,0.000731389904643,12.6925891883,0.157193965517,11.9851217011
2017-11-20 07:45:23,48.4722,-42.2434,74.0,14.531,35.505,-0.00366103871668,0.375394,1.8834,0.00112109147722,2.5,0.09,26.471275145,9.88645310582,0.00068563189842,11.9354139144,0.153618103448,11.9693854442
2017-11-20 07:45:23,48.4722,-42.2434,76.0,14.531,35.505,-0.00366103871629,0.379542,1.8963,0.00112109147722,2.5,0.06,26.471359206,9.65489857107,0.000679094872426,11.8272432388,0.155406034483,11.9375998193
2017-11-20 07:45:23,48.4722,-42.2434,78.0,14.535,35.509,-0.00366103871499,0.36295,1.9221,0.00112109147722,2.5,0.09,26.4736564432,10.3493531185,0.000698700048514,12.1516576047,0.148254310345,11.873026334
2017-11-20 07:45:23,48.4722,-42.2434,80.0,14.596,35.537,-0.00366103870453,0.315248,1.9092,0.000633660400167,2.5,0.09,26.4821464237,7.10732668544,0.000607174261347,10.6371453108,0.127693103448,11.7937599761
2017-11-20 07:45:23,48.4722,-42.2434,82.0,14.683,35.577,-0.0036610386916,0.292434,1.8834,0.00112109147722,2.5,0.1,26.4942047834,6.95256010746,0.000602805039452,10.5648461208,0.117859482759,11.714702767
2017-11-20 07:45:23,48.4722,-42.2434,84.1,14.774,35.62,-0.00366103867762,0.261324,1.8963,0.000633660400167,2.6,0.08,26.5076262028,5.63987965917,0.000565746701461,9.95162759285,0.10445,11.5846470789
2017-11-20 07:45:23,48.4722,-42.2434,86.0,14.85,35.657,-0.00366103866474,0.199104,1.9092,0.00112109147722,2.7,0.04,26.5196114837,3.94125183412,0.000517792666538,9.15811379,0.0776310344828,11.4767331571
2017-11-20 07:45:23,48.4722,-42.2434,88.0,14.891,35.7,-0.00366103866088,0.174216,1.8834,0.00160852255428,2.6,0.08,26.5438573829,2.78113408605,0.000485041332676,8.61616491077,0.0669034482759,11.4674188258
2017-11-20 07:45:23,48.4722,-42.2434,90.0,14.891,35.709,-0.00366103866048,0.167994,1.8963,0.000633660400167,2.5,0.06,26.5508746985,2.47159935751,0.00047630284449,8.47156579615,0.0642215517241,11.392653356
2017-11-20 07:45:23,48.4722,-42.2434,92.0,14.908,35.717,-0.00366103865785,0.16592,1.8963,0.00112109147722,2.5,0.09,26.5533857171,3.16615880926,0.000495910982137,8.79602916814,0.0633275862069,11.2652420367
