datetime,lat,lon,p,t,s,o2_t,fchl,fdom,par,tilt,tilt_std,sigma,poc,bbp,cphyto,chla_adj,o2_c
2018-04-02 05:22:55,44.3124,-38.3138,0.4,15.024,35.962,-0.00366103863312,0.771528,1.7544,-0.0052155125245,14.9,nan,26.7128864208,16.1928896033,0.000863669177441,14.881465035,0.324365517241,12.0467449957
2018-04-02 05:22:55,44.3124,-38.3138,2.0,15.061,35.953,-0.00366103863263,0.779824,1.7673,-0.00570294360156,10.3,nan,26.6978002031,10.6376722501,0.000706839598276,12.2863458556,0.32794137931,12.0440346141
2018-04-02 05:22:55,44.3124,-38.3138,4.0,15.061,35.953,-0.00366103863274,0.842044,1.7415,-0.00570294360156,7.1,nan,26.697870952,11.4867055442,0.000730808693586,12.6829716661,0.354760344828,12.0453500825
2018-04-02 05:22:55,44.3124,-38.3138,5.9,15.065,35.953,-0.00366103863233,0.815082,1.7544,-0.00619037467861,7.9,nan,26.6970505814,10.2518882361,0.000695948513244,12.1061268956,0.343138793103,12.0424658005
2018-04-02 05:22:55,44.3124,-38.3138,8.0,15.066,35.953,-0.00366103863207,0.817156,1.7544,-0.00570294360156,5.5,nan,26.6969029934,10.1747384358,0.000693770493926,12.0700863748,0.344032758621,12.0415626622
2018-04-02 05:22:55,44.3124,-38.3138,10.1,15.066,35.953,-0.00366103863206,0.813008,1.7544,-0.00619037467861,5.2,nan,26.6969773542,10.7922171952,0.000711202563242,12.3585415097,0.342244827586,12.0439236794
2018-04-02 05:22:55,44.3124,-38.3138,11.9,15.073,35.953,-0.00366103863093,0.817156,1.7415,-0.00667780575567,4.3,1.99,26.6954878745,10.7152775729,0.000709030477468,12.3225991736,0.344032758621,12.0410873609
2018-04-02 05:22:55,44.3124,-38.3138,13.9,15.075,35.953,-0.00366103863074,0.835822,1.7544,-0.00765266790978,4.5,nan,26.6951151905,10.6381627627,0.000706853445958,12.2865749985,0.352078448276,12.0396140784
2018-04-02 05:22:55,44.3124,-38.3138,16.0,15.07,35.953,-0.00366103863141,0.825452,1.7673,-0.00765266790978,3.3,1.91,26.6962998146,10.483617962,0.000702490485065,12.2143794117,0.34760862069,12.0372382997
2018-04-02 05:22:55,44.3124,-38.3138,18.0,15.068,35.953,-0.00366103863172,0.79849,1.7286,-0.00716523683272,3.4,1.66,26.6968149119,9.32577522142,0.000669803377037,11.673493302,0.335987068966,12.0344673118
2018-04-02 05:22:55,44.3124,-38.3138,19.9,15.069,35.953,-0.00366103863162,0.80886,1.7544,-0.00667780575567,3.1,0.75,26.6966607007,10.5607677751,0.000704668504745,12.2504199384,0.340456896552,12.033279994
2018-04-02 05:22:55,44.3124,-38.3138,21.9,15.069,35.953,-0.00366103863164,0.79849,1.7415,-0.00619037467861,2.8,0.97,26.6967377608,9.78891932592,0.000682878418099,11.8898510198,0.335987068966,12.0356547786
2018-04-02 05:22:55,44.3124,-38.3138,24.0,15.071,35.953,-0.00366103863129,0.83997,1.7415,-0.00716523683272,2.9,0.79,26.6963751842,10.3292833007,0.000698133456629,12.1422819915,0.35386637931,12.0348631175
2018-04-02 05:22:55,44.3124,-38.3138,26.1,15.07,35.953,-0.00366103863139,0.85034,1.7415,-0.00765266790978,3.4,1.35,26.6966783525,9.78895435772,0.000682879407084,11.8898673849,0.358336206897,12.0340715226
2018-04-02 05:22:55,44.3124,-38.3138,28.0,15.073,35.953,-0.00366103863088,0.846192,1.7544,-0.00716523683272,2.7,1.07,26.6960861434,10.5609078831,0.000704672460139,12.2504853899,0.356548275862,12.033279994
