datetime,lat,lon,p,t,s,o2_t,fchl,fdom,par,tilt,tilt_std,bbp,cphyto,o2_c,sigma,chla_adj,poc
2018-03-23 07:16:14,53.7437,-30.1706,0.3,6.423,34.723,-0.00366104005646,0.61944,1.8075,0.0109041978395,12.7,nan,0.000943610776769,16.2042893311,11.9873957502,27.2804944244,0.258810344828,19.0245809347
2018-03-23 07:16:14,53.7437,-30.1706,2.0,6.438,34.72,-0.00366104005665,0.63546,1.8075,0.0104409778803,10.5,nan,0.000745912891413,12.9329066189,11.9939109027,27.2761723262,0.265715517241,12.0217264396
2018-03-23 07:16:14,53.7437,-30.1706,4.0,6.439,34.719,-0.00366104005696,0.63368,1.79545,0.0113674177987,6.8,nan,0.000720887864234,12.5188078989,11.9913998148,27.2752823476,0.264948275862,11.1352899269
2018-03-23 07:16:14,53.7437,-30.1706,6.0,6.439,34.72,-0.00366104005696,0.61944,1.8075,0.00997775792109,6.8,2.47,0.000715879265833,12.4359287007,11.9934486902,27.2761027742,0.258810344828,10.9578753543
2018-03-23 07:16:14,53.7437,-30.1706,8.0,6.439,34.719,-0.0036610400571,0.65326,1.8075,0.00997775792109,5.4,nan,0.00073340263733,12.7258946478,11.9910917509,27.2753449763,0.273387931034,11.5785882195
2018-03-23 07:16:14,53.7437,-30.1706,10.1,6.436,34.72,-0.00366104005752,0.62834,1.8075,0.00997775792109,5.3,2.23,0.000713370821323,12.3944205076,11.9883196177,27.2765625334,0.262646551724,10.8690212329
2018-03-23 07:16:14,53.7437,-30.1706,12.0,6.435,34.719,-0.00366104005765,0.65504,1.79545,0.0104409778803,4.2,2.08,0.000735898271967,12.7671908711,11.9895515786,27.2759186193,0.274155172414,11.6669885896
2018-03-23 07:16:14,53.7437,-30.1706,13.9,6.438,34.72,-0.00366104005708,0.6497,1.8075,0.0104409778803,3.8,1.82,0.000738404027555,12.8086545696,11.9951435775,27.276324482,0.271853448276,11.755747464
2018-03-23 07:16:14,53.7437,-30.1706,16.0,6.44,34.719,-0.0036610400569,0.6764,1.8075,0.0109041978395,3.3,1.62,0.000703369011615,12.2289167274,11.9910917509,27.2752855733,0.283362068966,10.5147371294
2018-03-23 07:16:14,53.7437,-30.1706,18.0,6.44,34.719,-0.00366104005693,0.65682,1.81955,0.0109041978395,3.4,1.41,0.000718386739331,12.4774208261,11.9910147364,27.2752993986,0.274922413793,11.0466950806
