datetime,lat,lon,p,t,s,o2_t,fchl,fdom,par,tilt,tilt_std,sigma,poc,chla_adj,cphyto,bbp,o2_c
2019-11-13 07:04:20,55.9318,-34.5121,0.4,7.809,34.872,-0.00366103981976,0.71734,1.8316,0.00349267849233,13.8,nan,27.2043572151,52.2554600266,0.30100862069,31.7280908674,0.00188175314851,12.0940832454
2019-11-13 07:04:20,55.9318,-34.5121,1.9,7.824,34.867,-0.00366103981985,0.73692,1.8316,0.00349267849233,12.0,nan,27.1982377114,14.2218302926,0.309448275862,13.9606848934,0.00080802411757,12.089974243
2019-11-13 07:04:20,55.9318,-34.5121,3.9,7.824,34.867,-0.00366103982048,0.77786,1.84365,0.00395589845153,9.5,nan,27.1982704141,14.1331706341,0.327094827586,13.9192675436,0.000805521162951,12.0911102705
2019-11-13 07:04:20,55.9318,-34.5121,6.0,7.823,34.867,-0.00366103982068,0.69598,1.84365,0.00395589845153,7.4,nan,27.1984524795,13.9557917464,0.291801724138,13.8364050157,0.000800513571974,12.0885427264
2019-11-13 07:04:20,55.9318,-34.5121,8.0,7.821,34.867,-0.00366103982095,0.68708,1.84365,0.00349267849233,8.5,nan,27.198780591,12.7144373746,0.287965517241,13.2565064565,0.000765468843503,12.0865980693
2019-11-13 07:04:20,55.9318,-34.5121,10.0,7.82,34.867,-0.00366103982116,0.7743,1.84365,0.00395589845153,5.3,2.14,27.1989609818,14.7535499387,0.325560344828,14.209077668,0.000823035117687,12.0897097077
2019-11-13 07:04:20,55.9318,-34.5121,12.1,7.819,34.867,-0.0036610398212,0.76184,1.8316,0.00349267849233,4.4,2.0,27.1991133375,14.5761710359,0.320189655172,14.1262151329,0.00081802752628,12.0875936851
2019-11-13 07:04:20,55.9318,-34.5121,14.0,7.823,34.867,-0.00366103982058,0.71556,1.84365,0.00349267849233,3.2,1.52,27.1985268859,12.0939389174,0.30024137931,12.96664067,0.000747951524968,12.0869247445
2019-11-13 07:04:20,55.9318,-34.5121,16.0,7.827,34.867,-0.00366103982008,0.75828,1.8557,0.00395589845153,3.7,1.76,27.197940528,12.4488158109,0.318655172414,13.1324213721,0.000757970069757,12.0823989394
2019-11-13 07:04:20,55.9318,-34.5121,18.0,7.828,34.867,-0.00366103981985,0.69954,1.8316,0.00349267849233,2.6,1.48,27.1977973138,13.069492976,0.293336206897,13.4223706419,0.000775492433402,12.0862091847
2019-11-13 07:04:20,55.9318,-34.5121,20.0,7.828,34.867,-0.00366103981982,0.69776,1.81955,0.00349267849233,3.4,1.88,27.1978018477,12.2715560492,0.292568965517,13.0496144938,0.000752965841828,12.0846538018
2019-11-13 07:04:20,55.9318,-34.5121,22.0,7.828,34.867,-0.00366103981985,0.79744,1.8557,0.00395589845153,2.8,1.19,27.1978931473,12.1828963907,0.335534482759,13.008197144,0.000750462887208,12.0865980693
2019-11-13 07:04:20,55.9318,-34.5121,24.0,7.828,34.867,-0.00366103981977,0.71556,1.86775,0.00302945853314,2.1,1.1,27.1979844545,12.1828963907,0.30024137931,13.008197144,0.000750462887208,12.0878892782
2019-11-13 07:04:20,55.9318,-34.5121,26.0,7.829,34.867,-0.00366103981974,0.74226,1.8316,0.00349267849233,2.4,1.13,27.1979280392,13.6015104787,0.31175,13.6709025601,0.00079051184232,12.0842649951
2019-11-13 07:04:20,55.9318,-34.5121,28.0,7.829,34.867,-0.00366103981977,0.79922,1.8316,0.00349267849233,2.0,0.86,27.1980193656,12.2716156008,0.336301724138,13.0496423133,0.00075296752303,12.0876870293
2019-11-13 07:04:20,55.9318,-34.5121,30.0,7.828,34.867,-0.00366103981985,0.79744,1.81955,0.00349267849233,1.8,1.09,27.1982584213,12.7148543418,0.335534482759,13.2567012427,0.000765480614924,12.0845760392
2019-11-13 07:04:20,55.9318,-34.5121,32.1,7.829,34.867,-0.00366103981976,0.84016,1.84365,0.00349267849233,1.7,1.13,27.1981690015,14.4881070639,0.353948275862,14.085076058,0.000815541388513,12.0862091847
2019-11-13 07:04:20,55.9318,-34.5121,34.1,7.829,34.867,-0.00366103981979,0.8188,1.8557,0.00302945853314,1.8,0.77,27.1982245348,13.158212186,0.34474137931,13.4638158112,0.000777997069223,12.0816837133
2019-11-13 07:04:20,55.9318,-34.5121,36.0,7.828,34.867,-0.0036610398198,0.83304,1.8316,0.00349267849233,1.8,0.41,27.1984250072,15.1973247806,0.350879310345,14.4163870369,0.000835563344265,12.0814660462
2019-11-13 07:04:20,55.9318,-34.5121,38.1,7.83,34.867,-0.00366103981958,0.84016,1.84365,0.00441911841073,1.8,0.84,27.1981879085,12.8036330997,0.353948275862,13.2981742297,0.000767986931841,12.0827099238
2019-11-13 07:04:20,55.9318,-34.5121,40.0,7.831,34.867,-0.00366103981947,0.76184,1.81955,0.00395589845153,1.5,0.46,27.1980929684,14.8428647897,0.320189655172,14.2508010909,0.000825556569073,12.0789787693
2019-11-13 07:04:20,55.9318,-34.5121,42.0,7.831,34.867,-0.00366103981937,0.78676,1.84365,0.00395589845153,1.6,0.45,27.1981503126,13.8676085459,0.330931034483,13.7952102432,0.000798024068261,12.0799114234
2019-11-13 07:04:20,55.9318,-34.5121,44.0,7.832,34.867,-0.00366103981932,0.76184,1.8075,0.00441911841073,1.7,0.4,27.1980599403,13.1583908179,0.320189655172,13.463899259,0.000778002112186,12.0761036501
2019-11-13 07:04:20,55.9318,-34.5121,46.0,7.832,34.867,-0.00366103981934,0.78498,1.84365,0.00441911841073,1.6,0.28,27.1981173037,12.0944749156,0.330163793103,12.9668910615,0.000747966656754,12.076802925
