datetime,lat,lon,p,t,s,o2_t,fchl,fdom,par,tilt,tilt_std,bbp,cphyto,o2_c,sigma,chla_adj,poc
2017-10-24 07:25:35,53.7795,-39.4498,0.3,7.918,34.499,-0.0036610398027,1.69634,1.8557,0.0104409778803,11.1,nan,0.00132476802556,22.5114444735,12.3057342019,26.8953592989,0.72299137931,32.5259330013
2017-10-24 07:25:35,53.7795,-39.4498,2.0,7.924,34.498,-0.00366103980312,1.6999,1.86775,0.00997775792109,8.6,nan,0.0012747215751,21.6833066685,12.305559208,26.8937134146,0.724525862069,30.753187633
2017-10-24 07:25:35,53.7795,-39.4498,4.0,7.926,34.498,-0.00366103980343,1.7088,1.8557,0.00997775792109,6.7,nan,0.0012672160367,21.5591096468,12.3017578369,26.8934494035,0.728362068966,30.4873264519
2017-10-24 07:25:35,53.7795,-39.4498,5.9,7.926,34.498,-0.00366103980344,1.68744,1.8557,0.0104409778803,6.1,nan,0.00123217467203,20.9792667497,12.3018055437,26.8934797087,0.719155172414,29.2460912325
2017-10-24 07:25:35,53.7795,-39.4498,8.1,7.926,34.498,-0.00366103980343,1.72838,1.84365,0.00997775792109,4.3,2.15,0.0012672160367,21.5591096468,12.2997861567,26.8935148072,0.736801724138,30.4873264519
2017-10-24 07:25:35,53.7795,-39.4498,9.9,7.926,34.498,-0.00366103980351,1.75152,1.84365,0.00951453796189,4.0,2.13,0.00128723967365,21.8904484451,12.2985461089,26.8935435308,0.746775862069,31.1966037201
2017-10-24 07:25:35,53.7795,-39.4498,12.0,7.928,34.498,-0.00366103980331,1.85298,1.8557,0.00951453796189,3.5,1.72,0.00156256800681,26.4464119428,12.2931902653,26.893246984,0.79050862069,40.9492839372
2017-10-24 07:25:35,53.7795,-39.4498,14.0,7.928,34.498,-0.00366103980328,1.73016,1.84365,0.0104409778803,3.1,1.26,0.00126721936173,21.5591646674,12.2921416883,26.8932447608,0.737568965517,30.4874442312
2017-10-24 07:25:35,53.7795,-39.4498,16.0,7.928,34.498,-0.0036610398034,1.86544,1.84365,0.00951453796189,3.2,1.5,0.00122967504244,20.9379044205,12.2903784249,26.893242545,0.795879310345,29.1575493533
2017-10-24 07:25:35,53.7795,-39.4498,18.0,7.927,34.498,-0.00366103980351,1.76576,1.8316,0.00997775792109,2.7,1.26,0.0014274067949,24.2098475446,12.2917445293,26.89338828,0.752913793103,36.1616034891
2017-10-24 07:25:35,53.7795,-39.4498,20.0,7.928,34.497,-0.00366103980349,1.75152,1.8557,0.00997775792109,2.7,0.97,0.00133980770849,22.7603118737,12.2898066237,26.8924526492,0.746775862069,33.0586686502
2017-10-24 07:25:35,53.7795,-39.4498,22.0,7.928,34.498,-0.00366103980355,1.75508,1.84365,0.00997775792109,2.5,1.09,0.0012897459533,21.9319208155,12.2877738223,26.8933233655,0.748310344828,31.2853811579
