datetime,lat,lon,p,t,s,o2_t,fchl,fdom,par,tilt,tilt_std,cphyto,poc,o2_c,bbp,sigma,chla_adj
2020-02-06 07:09:08,55.8963,-35.6913,0.1,5.388,34.79,-0.00366104023434,0.3738,1.8316,0.00441911841073,10.8,nan,9.83205848676,5.3839251819,11.3714897408,0.000558520839645,27.4645350041,0.152931034483
2020-02-06 07:09:08,55.8963,-35.6913,2.0,5.398,34.787,-0.00366104023534,0.3827,1.81955,0.00441911841073,8.4,nan,9.37692492304,4.40964781877,11.3686045648,0.000531015973654,27.4609755254,0.156767241379
2020-02-06 07:09:08,55.8963,-35.6913,4.0,5.407,34.787,-0.00366104023462,0.3916,1.81955,0.00395589845153,7.3,nan,9.08729369356,3.78965146378,11.3681574426,0.000513512829987,27.4599121052,0.160603448276
2020-02-06 07:09:08,55.8963,-35.6913,6.0,5.41,34.788,-0.0036610402342,0.37914,1.84365,0.00395589845153,5.2,2.21,8.88025877926,3.34646413053,11.3681862885,0.000501001189389,27.4603639272,0.155232758621
2020-02-06 07:09:08,55.8963,-35.6913,8.0,5.41,34.788,-0.00366104023432,0.39338,1.8316,0.00488233836992,3.8,2.02,9.00451082864,3.6124431061,11.3675228544,0.000508510053247,27.4603860658,0.161370689655
2020-02-06 07:09:08,55.8963,-35.6913,10.0,5.405,34.787,-0.00366104023493,0.38448,1.81955,0.00441911841073,4.0,1.81,8.838725115,3.25755548453,11.3667008387,0.000498491205594,27.4602197648,0.157534482759
2020-02-06 07:09:08,55.8963,-35.6913,12.0,5.406,34.787,-0.00366104023467,0.38448,1.81955,0.00441911841073,4.2,1.52,9.29434820357,4.2328807444,11.3636585704,0.000526025654802,27.460090872,0.157534482759
2020-02-06 07:09:08,55.8963,-35.6913,14.0,5.405,34.787,-0.00366104023487,0.39872,1.8316,0.00395589845153,2.8,1.4,8.71447306563,2.99157650896,11.365042607,0.000490982341736,27.460203247,0.163672413793
2020-02-06 07:09:08,55.8963,-35.6913,16.0,5.41,34.788,-0.00366104023417,0.3916,1.8316,0.00395589845153,2.8,1.33,9.04592817843,3.70110276463,11.3629810443,0.000511013007866,27.4603835021,0.160603448276
2020-02-06 07:09:08,55.8963,-35.6913,18.0,5.41,34.788,-0.00366104023428,0.39694,1.84365,0.00441911841073,2.5,1.4,9.17018022781,3.96708174021,11.3654607419,0.000518521871724,27.4603752792,0.162905172414
2020-02-06 07:09:08,55.8963,-35.6913,20.0,5.409,34.788,-0.00366104023437,0.3916,1.81955,0.00441911841073,2.1,0.88,8.75597449623,3.08041615428,11.3621594299,0.00049349037757,27.4604877267,0.160603448276
