datetime,lat,lon,p,t,s,o2_t,fchl,fdom,par,tilt,tilt_std,bbp,sigma,poc,o2_c,chla_adj,cphyto
2019-10-14 07:09:16,56.6963,-33.1289,2.6,9.775,34.817,-0.00366103949204,1.31364,1.86775,0.00349267849233,10.8,nan,0.00115914573135,26.8507276978,26.6592600958,12.4295628754,0.558034482759,19.7708288669
2019-10-14 07:09:16,56.6963,-33.1289,3.9,9.775,34.817,-0.00366103949203,1.2994,1.8798,0.00302945853314,8.0,nan,0.00110408072972,26.8507543952,24.7087476083,12.4264058808,0.551896551724,18.8596471714
2019-10-14 07:09:16,56.6963,-33.1289,6.1,9.775,34.817,-0.00366103949213,1.29762,1.86775,0.00256623857394,6.8,nan,0.00110658368434,26.8507995826,24.7974072668,12.42593886,0.551129310345,18.9010645212
2019-10-14 07:09:16,56.6963,-33.1289,8.1,9.776,34.817,-0.00366103949206,1.34034,1.86775,0.00256623857394,5.7,nan,0.00121671516433,26.8506724819,28.6984845509,12.426744082,0.569543103448,20.7234523482
2019-10-14 07:09:16,56.6963,-33.1289,10.0,9.776,34.816,-0.00366103949201,1.3528,1.8798,0.00256623857394,5.7,nan,0.00110658777409,26.8499302006,24.7975521337,12.4252947295,0.574913793103,18.9011321958
2019-10-14 07:09:16,56.6963,-33.1289,12.0,9.777,34.816,-0.00366103949239,1.34034,1.86775,0.00302945853314,4.5,nan,0.00115164243385,26.8497766546,26.3934782918,12.4164421857,0.569543103448,19.6466689261
2019-10-14 07:09:16,56.6963,-33.1289,14.0,9.778,34.816,-0.00366103949228,1.28872,1.8798,0.00256623857394,3.5,1.57,0.00119419413889,26.8496231155,27.9007447878,12.4134984588,0.547293103448,20.350788305
2019-10-14 07:09:16,56.6963,-33.1289,16.0,9.779,34.816,-0.00366103949224,1.43646,1.86775,0.00302945853314,2.7,1.38,0.00110408924901,26.8494695834,24.7090493783,12.4144313484,0.610974137931,18.8597881433
2019-10-14 07:09:16,56.6963,-33.1289,18.0,9.779,34.816,-0.00366103949236,1.3706,1.8798,0.00302945853314,2.8,1.36,0.00116165720525,26.8494842616,26.7482215244,12.4108128715,0.582586206897,19.8123871885
2019-10-14 07:09:16,56.6963,-33.1289,20.0,9.78,34.816,-0.00366103949255,1.36704,1.9039,0.00256623857394,3.1,1.04,0.00118168231851,26.8493307489,27.4575510864,12.4071153524,0.581051724138,20.1437504159
2019-10-14 07:09:16,56.6963,-33.1289,22.0,9.779,34.816,-0.0036610394927,1.33322,1.89185,0.00210301861474,2.3,1.11,0.00111159811286,26.8495927216,24.9750283539,12.4067938944,0.566474137931,18.9840401927
