datetime,lat,lon,p,t,s,o2_t,fchl,fdom,par,tilt,tilt_std,sigma,o2_c,cphyto,poc,bbp,chla_adj
2020-03-18 07:09:09,56.0713,-37.8236,0.8,4.311,34.824,-0.00366104042129,0.38982,1.81955,0.00349267849233,12.9,nan,27.6147153899,11.1488490105,9.421885225,4.50589166438,0.000533733037784,0.159836206897
2020-03-18 07:09:09,56.0713,-37.8236,1.9,4.318,34.824,-0.00366104042209,0.3827,1.8316,0.00395589845153,9.7,nan,27.6139678114,11.1473561592,9.50496048718,4.68372593947,0.000538753484825,0.156767241379
2020-03-18 07:09:09,56.0713,-37.8236,3.9,4.324,34.823,-0.00366104042239,0.38982,1.81955,0.00441911841073,8.7,nan,27.612540541,11.1435687866,8.96678636393,3.53168858713,0.000506230268961,0.159836206897
2020-03-18 07:09:09,56.0713,-37.8236,6.0,4.326,34.823,-0.00366104042196,0.38982,1.8316,0.00395589845153,6.0,nan,27.612341116,11.1413449617,9.04968975354,3.70915494485,0.000511240329311,0.159836206897
2020-03-18 07:09:09,56.0713,-37.8236,8.0,4.326,34.823,-0.00366104042202,0.39516,1.8316,0.00395589845153,4.2,2.12,27.6123572447,11.1434139459,8.88402035438,3.35451631075,0.000501228510834,0.162137931034
2020-03-18 07:09:09,56.0713,-37.8236,10.0,4.326,34.823,-0.00366104042199,0.40762,1.81955,0.00395589845153,3.8,1.72,27.6123733799,11.1412042314,9.29819385229,4.24111289601,0.000526258057027,0.16750862069
2020-03-18 07:09:09,56.0713,-37.8236,12.0,4.326,34.823,-0.00366104042205,0.4005,1.8316,0.00349267849233,4.9,2.0,27.6123562691,11.1402332514,8.88402035438,3.35451631075,0.000501228510834,0.164439655172
2020-03-18 07:09:09,56.0713,-37.8236,14.0,4.325,34.823,-0.00366104042214,0.41118,1.81955,0.00302945853314,3.7,1.86,27.6124473297,11.1377851493,8.84256866055,3.26578313399,0.000498723480718,0.169043103448
2020-03-18 07:09:09,56.0713,-37.8236,16.0,4.326,34.823,-0.00366104042203,0.39694,1.8316,0.00349267849233,3.1,1.66,27.6123220666,11.1401628945,8.92543770417,3.44317596928,0.000503731465453,0.162905172414
2020-03-18 07:09:09,56.0713,-37.8236,18.0,4.326,34.823,-0.00366104042205,0.39872,1.84365,0.00441911841073,2.5,1.19,27.612304975,11.1361815746,9.33961120208,4.32977255453,0.000528761011646,0.163672413793
2020-03-18 07:09:09,56.0713,-37.8236,20.0,4.328,34.823,-0.00366104042175,0.40584,1.8075,0.00349267849233,2.6,1.34,27.6120715455,11.1344939041,8.59416758801,2.73404572491,0.000483711979135,0.16674137931
2020-03-18 07:09:09,56.0713,-37.8236,22.0,4.329,34.823,-0.00366104042157,0.40584,1.84365,0.00349267849233,2.1,0.91,27.6120308403,11.137588204,8.88412337468,3.3547368402,0.00050123473661,0.16674137931
2020-03-18 07:09:09,56.0713,-37.8236,24.0,4.327,34.823,-0.00366104042193,0.40584,1.84365,0.00395589845153,1.9,0.91,27.6123146862,11.1373068609,8.84263734665,3.26593016625,0.000498727631592,0.16674137931
2020-03-18 07:09:09,56.0713,-37.8236,26.0,4.327,34.823,-0.00366104042188,0.40584,1.81955,0.00349267849233,2.3,1.21,27.6123821773,11.133368963,10.0023231408,5.74840060497,0.000568810360933,0.16674137931
2020-03-18 07:09:09,56.0713,-37.8236,28.0,4.326,34.823,-0.00366104042199,0.43432,1.81955,0.00349267849233,1.9,1.06,27.6125578281,11.1371239925,8.59409890583,2.73389870107,0.000483707828498,0.179017241379
2020-03-18 07:09:09,56.0713,-37.8236,30.0,4.326,34.823,-0.00366104042196,0.39872,1.81955,0.00349267849233,2.1,0.66,27.612625329,11.132904965,8.55268155604,2.64523904255,0.000481204873879,0.163672413793
2020-03-18 07:09:09,56.0713,-37.8236,32.0,4.326,34.823,-0.00366104042203,0.40762,1.84365,0.00349267849233,1.8,0.83,27.6126709179,11.1357877571,9.00827240375,3.62049528633,0.000508737374692,0.16750862069
2020-03-18 07:09:09,56.0713,-37.8236,34.0,4.326,34.823,-0.00366104042203,0.4094,1.8316,0.00395589845153,1.8,0.53,27.6127165133,11.1355767903,8.92543770417,3.44317596928,0.000503731465453,0.168275862069
2020-03-18 07:09:09,56.0713,-37.8236,36.0,4.325,34.823,-0.00366104042219,0.39694,1.81955,0.00349267849233,1.6,0.34,27.6128702433,11.1366457385,8.88398601034,3.35444279252,0.000501226435337,0.162905172414
2020-03-18 07:09:09,56.0713,-37.8236,38.0,4.327,34.823,-0.00366104042193,0.41118,1.81955,0.00395589845153,1.7,0.44,27.6126995869,11.1335939402,8.67696794749,2.91129153215,0.000488715813115,0.169043103448
2020-03-18 07:09:09,56.0713,-37.8236,40.0,4.325,34.823,-0.00366104042215,0.41474,1.8557,0.00441911841073,1.7,0.41,27.6129614598,11.1342126559,8.5940645618,2.73382518284,0.000483705753002,0.170577586207
2020-03-18 07:09:09,56.0713,-37.8236,42.0,4.324,34.823,-0.00366104042235,0.4094,1.81955,0.00395589845153,1.7,0.33,27.6131122816,11.133368963,8.80111696476,3.17704995303,0.000496218450484,0.168275862069
2020-03-18 07:09:09,56.0713,-37.8236,44.0,4.324,34.823,-0.00366104042232,0.40762,1.8316,0.00349267849233,1.7,0.33,27.6131550002,11.1338329845,9.00820371372,3.62034824566,0.00050873322358,0.16750862069
2020-03-18 07:09:09,56.0713,-37.8236,46.0,4.324,34.823,-0.00366104042223,0.40228,1.8075,0.00395589845153,1.7,0.37,27.6131977252,11.1319629806,8.71828226518,2.99973063598,0.000491212541245,0.165206896552
2020-03-18 07:09:09,56.0713,-37.8236,48.0,4.325,34.823,-0.00366104042219,0.40228,1.84365,0.00349267849233,1.6,0.38,27.6131323604,11.1335939402,8.71831661117,2.99980415842,0.00049121461686,0.165206896552
2020-03-18 07:09:09,56.0713,-37.8236,50.0,4.326,34.823,-0.0036610404221,0.40406,1.81955,0.00349267849233,1.6,0.39,27.6130669969,11.1296154707,8.38701215688,2.29060040844,0.000471193055402,0.165974137931
2020-03-18 07:09:09,56.0713,-37.8236,52.0,4.325,34.823,-0.00366104042214,0.4183,1.79545,0.00349267849233,1.6,0.24,27.613208145,11.1299949675,13.2328077385,12.6637069377,0.000764036670366,0.172112068966
2020-03-18 07:09:09,56.0713,-37.8236,54.0,4.326,34.823,-0.00366104042212,0.39516,1.8075,0.00395589845153,1.7,0.18,27.6131330967,11.1297138572,8.67693360542,2.91121801812,0.000488713737737,0.162137931034
2020-03-18 07:09:09,56.0713,-37.8236,56.0,4.327,34.823,-0.00366104042182,0.42364,1.81955,0.00349267849233,1.7,0.28,27.6130580498,11.1285895024,8.75980264707,3.0886108492,0.000493721722353,0.174413793103
2020-03-18 07:09:09,56.0713,-37.8236,58.0,4.327,34.823,-0.0036610404218,0.42008,1.81955,0.00349267849233,1.6,0.23,27.6130911192,11.1283084352,8.84263734665,3.26593016625,0.000498727631592,0.172879310345
2020-03-18 07:09:09,56.0713,-37.8236,60.0,4.328,34.823,-0.00366104042173,0.4005,1.8316,0.00302945853314,1.6,0.18,27.6130160835,11.1309086353,8.96692373613,3.53198265164,0.000506238570709,0.164439655172
2020-03-18 07:09:09,56.0713,-37.8236,62.0,4.328,34.823,-0.00366104042168,0.39694,1.81955,0.00302945853314,1.7,0.15,27.6130491692,11.1265800617,8.92550638634,3.44332299312,0.000503735616089,0.162905172414
2020-03-18 07:09:09,56.0713,-37.8236,64.0,4.328,34.823,-0.00366104042173,0.42542,1.8075,0.00349267849233,1.6,0.16,27.6130822614,11.1271842528,9.1325931353,3.88662128575,0.000516250389186,0.175181034483
2020-03-18 07:09:09,56.0713,-37.8236,66.0,4.328,34.823,-0.00366104042163,0.4005,1.81955,0.00349267849233,1.7,0.18,27.6131153599,11.1254982376,9.1325931353,3.88662128575,0.000516250389186,0.164439655172
2020-03-18 07:09:09,56.0713,-37.8236,68.0,4.328,34.823,-0.00366104042168,0.42186,1.8075,0.00349267849233,1.7,0.14,27.613148465,11.1260602082,9.04975843571,3.7093019687,0.000511244479947,0.173646551724
2020-03-18 07:09:09,56.0713,-37.8236,70.0,4.327,34.823,-0.00366104042178,0.42008,1.8075,0.00349267849233,1.6,0.15,27.6132896711,11.1239951356,8.80121999686,3.17727050772,0.000496224676973,0.172879310345
2020-03-18 07:09:09,56.0713,-37.8236,72.0,4.328,34.823,-0.00366104042171,0.39694,1.81955,0.00349267849233,1.6,0.07,27.6132146943,11.1235316118,9.21542783488,4.0639406028,0.000521256298425,0.162905172414
2020-03-18 07:09:09,56.0713,-37.8236,74.0,4.329,34.823,-0.00366104042156,0.39338,1.8316,0.00302945853314,1.6,0.1,27.613139719,11.1244727301,8.84270602489,3.26607718168,0.000498731781991,0.161370689655
2020-03-18 07:09:09,56.0713,-37.8236,76.0,4.328,34.823,-0.00366104042158,0.40762,1.81955,0.00349267849233,1.6,0.12,27.6132809495,11.124697489,8.59416758801,2.73404572491,0.000483711979135,0.16750862069
2020-03-18 07:09:09,56.0713,-37.8236,78.0,4.328,34.823,-0.00366104042171,0.4005,1.8075,0.00395589845153,1.6,0.11,27.6133056118,11.1225905902,9.79527073196,5.30517582216,0.000556297663095,0.164439655172
2020-03-18 07:09:09,56.0713,-37.8236,80.0,4.329,34.823,-0.00366104042158,0.40406,1.81955,0.00302945853314,1.6,0.1,27.6132221911,11.1209194617,8.67703662573,2.91143854758,0.000488719963514,0.165974137931
2020-03-18 07:09:09,56.0713,-37.8236,82.0,4.328,34.823,-0.00366104042162,0.39694,1.79545,0.00349267849233,1.7,0.11,27.6133549558,11.119922547,8.6355849378,2.82270538344,0.000486214933754,0.162905172414
