datetime,lat,lon,p,t,s,o2_t,fchl,fdom,par,tilt,tilt_std,cphyto,poc,o2_c,bbp,sigma,chla_adj
2020-02-21 07:03:19,55.9356,-35.8208,0.3,5.109,34.841,-0.0036610402821,0.28836,1.8557,0.00395589845153,13.1,nan,36.4520413949,62.3677400919,11.2026830086,0.0021672333604,27.5381250826,0.116103448276
2020-02-21 07:03:19,55.9356,-35.8208,1.6,5.119,34.838,-0.003661040282,0.28658,1.8557,0.00395589845153,12.1,nan,28.3761212676,45.0800979718,11.1888660312,0.00167918519484,27.5345868489,0.115336206897
2020-02-21 07:03:19,55.9356,-35.8208,3.9,5.125,34.837,-0.00366104028324,0.30794,1.86775,0.00395589845153,6.6,nan,8.70312189657,2.96727773616,11.1798876295,0.000490296362039,27.5331133484,0.124543103448
2020-02-21 07:03:19,55.9356,-35.8208,6.1,5.128,34.837,-0.00366104028289,0.30438,1.84365,0.00395589845153,8.6,nan,8.99314172841,3.58810594911,11.1788277669,0.000507822989925,27.5327837147,0.12300862069
2020-02-21 07:03:19,55.9356,-35.8208,8.0,5.128,34.837,-0.00366104028291,0.29548,1.8557,0.00441911841073,8.2,nan,8.66180293008,2.87882868091,11.1798876295,0.00048779935297,27.532803637,0.119172413793
2020-02-21 07:03:19,55.9356,-35.8208,10.0,5.128,34.837,-0.00366104028285,0.28836,1.8557,0.00441911841073,5.4,nan,8.12337738279,1.72625312008,11.1777680264,0.000455260942919,27.5328246144,0.116103448276
2020-02-21 07:03:19,55.9356,-35.8208,12.1,5.128,34.837,-0.00366104028283,0.30794,1.9039,0.00349267849233,5.3,nan,8.08196003299,1.63759346155,11.1827145272,0.0004527579883,27.5328144168,0.124543103448
2020-02-21 07:03:19,55.9356,-35.8208,13.9,5.128,34.837,-0.0036610402828,0.3026,1.86775,0.00488233836992,4.8,1.91,7.75062123466,0.928316193344,11.1808345434,0.000432734351345,27.532805682,0.12224137931
2020-02-21 07:03:19,55.9356,-35.8208,16.0,5.129,34.837,-0.00366104028271,0.28302,1.8557,0.00395589845153,4.3,1.44,7.62640197588,0.662407410644,11.1798876295,0.000425227469105,27.5326779327,0.113801724138
2020-02-21 07:03:19,55.9356,-35.8208,18.0,5.129,34.837,-0.00366104028274,0.29904,1.86775,0.00349267849233,3.3,2.07,8.16482752317,1.81498297148,11.1777680264,0.000457765879156,27.5326682444,0.120706896552
2020-02-21 07:03:19,55.9356,-35.8208,20.0,5.128,34.837,-0.00366104028282,0.30616,1.8798,0.00395589845153,2.9,1.37,7.87487328404,1.19429516892,11.1808345434,0.000440243215203,27.5327761206,0.123775862069
2020-02-21 07:03:19,55.9356,-35.8208,22.1,5.128,34.838,-0.00366104028286,0.29548,1.89185,0.00395589845153,3.0,1.38,9.49010496803,4.65192561276,11.1761150751,0.000537855728439,27.5336553216,0.119172413793
2020-02-21 07:03:19,55.9356,-35.8208,24.1,5.128,34.838,-0.00366104028287,0.28658,1.89185,0.00441911841073,2.8,1.35,7.87482832616,1.19419893026,11.1742364401,0.000440240498285,27.5337379326,0.115336206897
