datetime,lat,lon,p,t,s,o2_t,fchl,fdom,par,tilt,tilt_std,o2_c,bbp,poc,chla_adj,cphyto,sigma
2019-10-29 07:03:11,56.3497,-33.588,52.0,8.921,34.847,-0.00366103963792,0.83304,1.8075,0.00441911841073,1.6,0.14,12.3235680876,0.000799845762116,13.9321365857,0.350879310345,13.8253545099,27.0153888669
2019-10-29 07:03:11,56.3497,-33.588,54.0,8.921,34.847,-0.00366103963833,0.9167,1.81955,0.00395589845153,1.6,0.16,12.3190587922,0.00311257583037,95.8536610634,0.386939655172,52.0949857174,27.0154417414
2019-10-29 07:03:11,56.3497,-33.588,56.0,8.921,34.846,-0.00366103963864,0.85974,1.81955,0.00441911841073,1.6,0.11,12.3181508096,0.000787333618539,13.4889314359,0.362387931034,13.6183112726,27.0147113333
2019-10-29 07:03:11,56.3497,-33.588,58.0,8.921,34.847,-0.00366103963906,0.94518,1.8316,0.00441911841073,1.6,0.15,12.3084390493,0.000784828034401,13.4001786345,0.399215517241,13.5768504112,27.0155475131
2019-10-29 07:03:11,56.3497,-33.588,60.0,8.921,34.847,-0.0036610396395,0.87754,1.91595,0.00441911841073,1.6,0.11,12.3092347344,0.00234917467148,68.8124652131,0.370060344828,39.4626940309,27.0156004102
2019-10-29 07:03:11,56.3497,-33.588,62.0,8.921,34.847,-0.0036610396401,0.93628,1.8075,0.00441911841073,1.6,0.12,12.3009627568,0.000767307352065,12.7795610249,0.395379310345,13.2869289626,27.0156533149
2019-10-29 07:03:11,56.3497,-33.588,64.0,8.92,34.847,-0.00366103964079,0.9167,1.81955,0.00395589845153,1.6,0.11,12.2901560537,0.000804850106007,14.109400455,0.386939655172,13.9081633071,27.0158654507
2019-10-29 07:03:11,56.3497,-33.588,66.0,8.92,34.847,-0.0036610396417,0.82236,1.84365,0.00441911841073,1.6,0.12,12.2793612312,0.000749785104382,12.1588879674,0.346275862069,12.9969816117,27.015918366
2019-10-29 07:03:11,56.3497,-33.588,68.0,8.92,34.847,-0.00366103964245,0.92382,1.8316,0.00441911841073,1.6,0.14,12.2602929634,0.000772311695956,12.9568248942,0.39000862069,13.3697377598,27.0159712887
2019-10-29 07:03:11,56.3497,-33.588,70.0,8.913,34.848,-0.0036610396446,0.80456,1.81955,0.00488233836992,1.6,0.1,12.236300372,0.000807339470623,14.1975787284,0.338603448276,13.9493557779,27.0179217133
2019-10-29 07:03:11,56.3497,-33.588,72.0,8.91,34.848,-0.00366103964615,0.87042,1.84365,0.00441911841073,1.6,0.11,12.195048155,0.000812340680944,14.3747316004,0.36699137931,14.0321127227,27.0184519599
2019-10-29 07:03:11,56.3497,-33.588,74.0,8.905,34.847,-0.00366103964838,0.81168,1.8316,0.00441911841073,1.6,0.14,12.1279083935,0.000962512754311,19.6941267832,0.341672413793,16.517067601,27.0185168529
2019-10-29 07:03:11,56.3497,-33.588,76.0,8.877,34.848,-0.00366103965402,0.72446,1.84365,0.00580877828832,1.7,0.07,12.0088677075,0.00074721211086,12.0677473909,0.304077586207,12.9544053013,27.0238019551
2019-10-29 07:03:11,56.3497,-33.588,78.0,8.807,34.848,-0.00366103966723,0.55358,1.8316,0.00580877828832,1.7,0.07,11.827479004,0.000727078325291,11.3545684384,0.230422413793,12.6212438316,27.0349329119
2019-10-29 07:03:11,56.3497,-33.588,80.0,8.614,34.853,-0.00366103970114,0.35066,1.84365,0.00580877828832,1.6,0.07,11.5494137161,0.00055655788273,5.31439332208,0.142956896552,9.79957668604,27.0691944291
2019-10-29 07:03:11,56.3497,-33.588,82.0,8.19,34.865,-0.00366103976795,0.19758,1.8798,0.00534555832912,1.6,0.1,11.3378178503,0.00054582750426,4.93430185589,0.076974137931,9.62201699915,27.1438331856
2019-10-29 07:03:11,56.3497,-33.588,84.0,7.899,34.872,-0.00366103981206,0.14596,1.84365,0.00534555832912,1.5,0.07,11.2212467858,0.000442705314443,1.28150764819,0.054724137931,7.9156145842,27.1930022848
2019-10-29 07:03:11,56.3497,-33.588,86.0,7.706,34.873,-0.00366103984452,0.11214,1.8798,0.00534555832912,1.6,0.06,11.1573036919,0.000442377626619,1.26990029008,0.0401465517241,7.91019220812,27.2222644242
2019-10-29 07:03:11,56.3497,-33.588,88.0,7.562,34.875,-0.00366103986851,0.11214,1.86775,0.00534555832912,1.7,0.07,11.109777039,0.000442127184121,1.26102911592,0.0401465517241,7.90604804008,27.2448308844
2019-10-29 07:03:11,56.3497,-33.588,90.0,7.51,34.875,-0.00366103987777,0.08544,1.8798,0.00534555832912,1.6,0.05,11.0767383648,0.000522132661228,4.09498312603,0.0286379310345,9.22992934621,27.2523816445
2019-10-29 07:03:11,56.3497,-33.588,92.0,7.453,34.877,-0.00366103988752,0.07832,1.86775,0.00534555832912,1.6,0.05,11.0440972043,0.000449443684894,1.5201942063,0.0255689655172,8.02711698373,27.2621939598
2019-10-29 07:03:11,56.3497,-33.588,94.0,7.433,34.877,-0.00366103989084,0.06764,1.8798,0.00627199824751,1.7,0.09,11.0187901566,0.000469432861477,2.22825081923,0.0209655172414,8.35788555309,27.2651016398
2019-10-29 07:03:11,56.3497,-33.588,96.0,7.371,34.882,-0.00366103990048,0.05162,1.89185,0.00534555832912,1.7,0.06,10.9869090285,0.000421756309985,0.539452012294,0.0140603448276,7.56896337498,27.2779403231
2019-10-29 07:03:11,56.3497,-33.588,98.0,7.274,34.879,-0.00366103991608,0.04272,1.89185,0.00534555832912,1.6,0.07,10.9548635994,0.00041158407032,0.179130938879,0.010224137931,7.40063942491,27.2894036407
2019-10-29 07:03:11,56.3497,-33.588,100.0,7.256,34.879,-0.00366103991955,0.04984,1.89185,0.00580877828832,1.6,0.07,10.9145536113,0.000404043842859,-0.0879589982352,0.0132931034483,7.27586838997,27.2919886629
2019-10-29 07:03:11,56.3497,-33.588,102.0,7.234,34.879,-0.00366103992317,0.03738,1.89185,0.00534555832912,1.6,0.05,10.8621312202,0.000424029098534,0.619958728282,0.0079224137931,7.60657207855,27.2951320313
2019-10-29 07:03:11,56.3497,-33.588,104.0,7.201,34.88,-0.00366103992951,0.04094,1.9039,0.00488233836992,1.6,0.04,10.7925251149,0.000426471716214,0.706481131716,0.00945689655172,7.64699100986,27.3006038931
2019-10-29 07:03:11,56.3497,-33.588,106.0,7.137,34.874,-0.00366103993877,0.03204,1.91595,0.00488233836992,1.7,0.07,10.7311178002,0.000403848942466,-0.0948627599846,0.00562068965517,7.27264329842,27.3048988306
2019-10-29 07:03:11,56.3497,-33.588,108.0,7.11,34.87,-0.00366103994313,0.03204,1.91595,0.00441911841073,1.7,0.07,10.7049288415,0.000401309201388,-0.184825468429,0.00562068965517,7.23061722901,27.3055585096
2019-10-29 07:03:11,56.3497,-33.588,110.0,7.077,34.868,-0.00366103994965,0.02848,1.928,0.00534555832912,1.6,0.09,10.6871775131,0.00042128006498,0.522582461704,0.00408620689655,7.56108276626,27.3086212371
2019-10-29 07:03:11,56.3497,-33.588,112.0,7.06,34.867,-0.00366103995127,0.02848,1.9039,0.00580877828832,1.6,0.05,10.6985610957,0.000448785253276,1.49687124153,0.00408620689655,8.01622166329,27.310233557
2019-10-29 07:03:11,56.3497,-33.588,114.0,7.063,34.868,-0.0036610399508,0.03382,1.91595,0.00580877828832,1.7,0.07,10.7019119745,0.000388716966067,-0.630867627983,0.00638793103448,7.02224868291,27.31063578
2019-10-29 07:03:11,56.3497,-33.588,116.0,7.063,34.868,-0.00366103995088,0.0356,1.91595,0.00580877828832,1.6,0.07,10.7188867319,0.000401231739163,-0.187569335355,0.00715517241379,7.22933543187,27.3106679272
2019-10-29 07:03:11,56.3497,-33.588,118.0,7.062,34.869,-0.00366103995114,0.03382,1.928,0.00534555832912,1.6,0.07,10.7348172972,0.000383706622985,-0.808344000633,0.00638793103448,6.93934061482,27.3116269919
2019-10-29 07:03:11,56.3497,-33.588,120.0,7.057,34.87,-0.00366103995217,0.03204,1.91595,0.00488233836992,1.6,0.06,10.755697667,0.000396209903149,-0.365452810648,0.00562068965517,7.14623718583,27.3131427248
2019-10-29 07:03:11,56.3497,-33.588,122.0,7.053,34.871,-0.00366103995265,0.02848,1.9039,0.00534555832912,1.7,0.05,10.7830504077,0.000413720855094,0.254820129128,0.00408620689655,7.43599762186,27.3145190803
2019-10-29 07:03:11,56.3497,-33.588,124.0,7.064,34.875,-0.00366103995099,0.0356,1.94005,0.00488233836992,1.8,0.08,10.8230474147,0.000388700044596,-0.631467020327,0.00715517241379,7.02196867685,27.3161713056
2019-10-29 07:03:11,56.3497,-33.588,126.0,7.097,34.885,-0.00366103994583,0.03204,1.89185,0.00488233836992,1.7,0.08,10.8318842966,0.000436287661508,1.05418154593,0.00562068965517,7.80941922037,27.3194794366
2019-10-29 07:03:11,56.3497,-33.588,128.0,7.106,34.891,-0.0036610399451,0.03026,1.86775,0.00488233836992,1.7,0.06,10.8271248969,0.000433784543615,0.965516103919,0.00485344827586,7.76799916882,27.3229795167
2019-10-29 07:03:11,56.3497,-33.588,130.0,7.089,34.898,-0.00366103994768,0.03204,1.9039,0.00534555832912,1.7,0.04,10.7979437273,0.000388682747292,-0.632079725418,0.00562068965517,7.02168245173,27.3308979944
2019-10-29 07:03:11,56.3497,-33.588,132.0,7.063,34.898,-0.00366103995215,0.04094,1.8798,0.00534555832912,1.6,0.07,10.7654810326,0.000401151668888,-0.190405584653,0.00945689655172,7.22801047832,27.3345536507
2019-10-29 07:03:11,56.3497,-33.588,134.0,7.041,34.895,-0.00366103995563,0.02848,1.9039,0.00534555832912,1.6,0.08,10.7280920771,0.000418641503039,0.429119320657,0.00408620689655,7.51742147014,27.3352824244
2019-10-29 07:03:11,56.3497,-33.588,136.0,7.025,34.892,-0.0036610399597,0.03026,1.91595,0.00580877828832,1.6,0.08,10.6818255572,0.000423627130153,0.605720204295,0.00485344827586,7.59992055363,27.3351726927
2019-10-29 07:03:11,56.3497,-33.588,138.0,6.97,34.888,-0.00366103996746,0.0356,1.928,0.00534555832912,1.7,0.08,10.6501143723,0.00043104921775,0.868625391147,0.00715517241379,7.72273668294,27.3396699808
2019-10-29 07:03:11,56.3497,-33.588,140.0,6.939,34.888,-0.00366103997197,0.02848,1.928,0.00534555832912,1.7,0.02,10.6211724356,0.000403461641321,-0.108581741137,0.00408620689655,7.26623447788,27.3439795168
2019-10-29 07:03:11,56.3497,-33.588,142.0,6.909,34.886,-0.00366103997651,0.03204,1.91595,0.00488233836992,1.7,0.05,10.6367960285,0.000458478588088,1.84022854725,0.00562068965517,8.17662099114,27.346564534
2019-10-29 07:03:11,56.3497,-33.588,144.0,6.944,34.894,-0.00366103997115,0.03204,1.91595,0.00441911841073,1.6,0.05,10.6647876186,0.000393442684356,-0.463473234743,0.00562068965517,7.10044695542,27.3480796619
2019-10-29 07:03:11,56.3497,-33.588,146.0,6.95,34.899,-0.00366103997065,0.03026,1.94005,0.00488233836992,1.7,0.06,10.6711312777,0.000398445903473,-0.286249207192,0.00485344827586,7.18323714053,27.3512227529
2019-10-29 07:03:11,56.3497,-33.588,148.0,6.933,34.899,-0.00366103997375,0.03204,1.9039,0.00488233836992,1.7,0.07,10.6341347524,0.000415936354429,0.333297546594,0.00562068965517,7.47265833885,27.3535976747
2019-10-29 07:03:11,56.3497,-33.588,150.0,6.914,34.897,-0.00366103997681,0.02848,1.89185,0.00395589845153,1.7,0.05,10.6029243515,0.000423416736462,0.598267638944,0.00408620689655,7.59643908854,27.3546682985
2019-10-29 07:03:11,56.3497,-33.588,152.0,6.91,34.9,-0.00366103997759,0.02848,1.91595,0.00488233836992,1.7,0.04,10.5502757205,0.000430910458269,0.863710252813,0.00408620689655,7.7204405766,27.3576125915
2019-10-29 07:03:11,56.3497,-33.588,154.0,6.882,34.9,-0.00366103998194,0.02848,1.91595,0.00488233836992,1.7,0.06,10.5293194871,0.000425854615221,0.684622180367,0.00408620689655,7.63677960313,27.3614881192
2019-10-29 07:03:11,56.3497,-33.588,156.0,6.881,34.903,-0.00366103998211,0.03026,1.9521,0.00488233836992,1.7,0.08,10.5513696525,0.000438359585694,1.12757324445,0.00485344827586,7.84370414431,27.3640186567
2019-10-29 07:03:11,56.3497,-33.588,158.0,6.874,34.905,-0.0036610399836,0.02848,1.9039,0.00441911841073,1.6,0.04,10.5573029669,0.00041831810526,0.417663924517,0.00408620689655,7.51207008308,27.3665840708
2019-10-29 07:03:11,56.3497,-33.588,160.0,6.875,34.906,-0.00366103998326,0.02848,1.928,0.00441911841073,1.7,0.04,10.5675307942,0.000400796536201,-0.202985094684,0.00408620689655,7.22213396159,27.3672639143
2019-10-29 07:03:11,56.3497,-33.588,162.0,6.882,34.908,-0.00366103998216,0.0267,1.9521,0.00441911841073,1.6,0.06,10.5762238394,0.000405809598672,-0.0254123958228,0.00331896551724,7.30508702845,27.3679087788
2019-10-29 07:03:11,56.3497,-33.588,164.0,6.889,34.911,-0.00366103998147,0.03204,1.928,0.00488233836992,1.6,0.07,10.5817373802,0.000408317029843,0.0634058310902,0.00562068965517,7.34657845345,27.3693412618
2019-10-29 07:03:11,56.3497,-33.588,166.0,6.874,34.911,-0.00366103998461,0.0267,1.928,0.00488233836992,1.6,0.04,10.5738053116,0.000448337525714,1.48101183584,0.00331896551724,8.00881294366,27.3714284658
2019-10-29 07:03:11,56.3497,-33.588,168.0,6.816,34.907,-0.00366103999389,0.03382,1.928,0.00488233836992,1.7,0.07,10.5577382334,0.000428220808667,0.768437484618,0.00638793103448,7.67593391335,27.3762392128
2019-10-29 07:03:11,56.3497,-33.588,170.0,6.778,34.904,-0.00366103999938,0.03382,1.928,0.00441911841073,1.7,0.07,10.5388568324,0.000468207918351,2.18486088384,0.00638793103448,8.33761594951,27.3790808406
2019-10-29 07:03:11,56.3497,-33.588,172.0,6.737,34.901,-0.00366104000596,0.03026,1.94005,0.00534555832912,1.7,0.07,10.5273475291,0.000445615606174,1.3845960019,0.00485344827586,7.96377229737,27.382312479
2019-10-29 07:03:11,56.3497,-33.588,174.0,6.718,34.899,-0.00366104000897,0.0356,1.928,0.00534555832912,1.7,0.05,10.5165096304,0.000423060129627,0.585635911632,0.00715517241379,7.59053817851,27.3833377452
2019-10-29 07:03:11,56.3497,-33.588,176.0,6.713,34.899,-0.00366104000958,0.0267,1.94005,0.00580877828832,1.6,0.06,10.5051343192,0.000430559977138,0.851295510175,0.00331896551724,7.71464103093,27.384042649
2019-10-29 07:03:11,56.3497,-33.588,178.0,6.703,34.902,-0.00366104001108,0.0267,1.9521,0.00580877828832,1.7,0.06,10.4958560159,0.000455563452166,1.73696860264,0.00331896551724,8.12838311929,27.387787935
2019-10-29 07:03:11,56.3497,-33.588,180.0,6.704,34.902,-0.00366104001079,0.0267,1.9521,0.00580877828832,1.6,0.07,10.4909456168,0.000428032756023,0.76177628383,0.00331896551724,7.67282213413,27.3876796135
2019-10-29 07:03:11,56.3497,-33.588,182.0,6.71,34.908,-0.00366104000977,0.03382,1.91595,0.00534555832912,1.6,0.06,10.4867968276,0.00039548911324,-0.390984630804,0.00638793103448,7.13430999883,27.3916266737
2019-10-29 07:03:11,56.3497,-33.588,184.0,6.717,34.912,-0.0036610400087,0.02848,1.91595,0.00488233836992,1.6,0.04,10.4896366394,0.000402999898731,-0.124937587144,0.00408620689655,7.2585938462,27.3938606902
2019-10-29 07:03:11,56.3497,-33.588,186.0,6.755,34.924,-0.00366104000271,0.02492,1.928,0.00534555832912,1.7,0.05,10.488655034,0.000403036249297,-0.123649977408,0.00255172413793,7.25919535295,27.3981976727
2019-10-29 07:03:11,56.3497,-33.588,188.0,6.768,34.929,-0.00366104000069,0.03026,1.96415,0.00534555832912,1.7,0.07,10.4876735381,0.000480637854781,2.62515409206,0.00485344827586,8.54329887362,27.4004006572
2019-10-29 07:03:11,56.3497,-33.588,190.0,6.776,34.934,-0.00366103999936,0.03026,1.91595,0.00580877828832,1.7,0.05,10.4853183943,0.00041305909198,0.23137915612,0.00485344827586,7.42504717388,27.4032820479
2019-10-29 07:03:11,56.3497,-33.588,192.0,6.761,34.936,-0.00366104000167,0.02848,1.91595,0.00534555832912,1.7,0.07,10.4759041172,0.000535671546728,4.5745575282,0.00408620689655,9.45396247578,27.4069259446
2019-10-29 07:03:11,56.3497,-33.588,194.0,6.765,34.938,-0.00366104000114,0.02848,1.94005,0.00580877828832,1.7,0.04,10.4759041172,0.000413028617821,0.230299700445,0.00408620689655,7.42454290628,27.4079864351
2019-10-29 07:03:11,56.3497,-33.588,196.0,6.766,34.938,-0.003661040001,0.0267,1.94005,0.00580877828832,1.7,0.06,10.4735521212,0.000393006779506,-0.478913856325,0.00331896551724,7.09323387074,27.4078777185
2019-10-29 07:03:11,56.3497,-33.588,198.0,6.767,34.939,-0.00366104000075,0.0267,1.96415,0.00580877828832,1.7,0.05,10.4730295408,0.000395508858732,-0.390285205989,0.00331896551724,7.13463673506,27.4085574821
2019-10-29 07:03:11,56.3497,-33.588,200.0,6.767,34.94,-0.00366104000068,0.02848,1.928,0.00534555832912,1.7,0.05,10.4669829322,0.000410523912559,0.141578030681,0.00408620689655,7.38309658795,27.4093732121
2019-10-29 07:03:11,56.3497,-33.588,202.0,6.777,34.946,-0.0036610399989,0.02492,1.94005,0.00534555832912,1.7,0.06,10.4612796867,0.000423040624115,0.584944987398,0.00255172413793,7.59021541333,27.4127710954
2019-10-29 07:03:11,56.3497,-33.588,204.0,6.792,34.955,-0.00366103999663,0.0267,1.9521,0.00534555832912,1.7,0.04,10.4560625673,0.00040802579089,0.0530895649168,0.00331896551724,7.34175921083,27.4178512097
2019-10-29 07:03:11,56.3497,-33.588,206.0,6.794,34.958,-0.00366103999662,0.03204,1.91595,0.00488233836992,1.6,0.05,10.4461585693,0.000458080457232,1.82612595606,0.00562068965517,8.1700329672,27.4199707135
2019-10-29 07:03:11,56.3497,-33.588,208.0,6.795,34.961,-0.00366103999641,0.0267,1.928,0.00534555832912,1.7,0.05,10.4440749398,0.000400506279233,-0.213266577025,0.00331896551724,7.21733096823,27.4222264835
2019-10-29 07:03:11,56.3497,-33.588,210.0,6.795,34.962,-0.00366103999652,0.02848,1.928,0.00580877828832,1.7,0.03,10.4386077646,0.000408012470609,0.0526177339161,0.00408620689655,7.34153879503,27.4230417259
2019-10-29 07:03:11,56.3497,-33.588,212.0,6.794,34.963,-0.00366103999683,0.03204,1.9521,0.00488233836992,1.7,0.04,10.4313624995,0.000415516866008,0.318438427737,0.00562068965517,7.4657169031,27.4239932715
2019-10-29 07:03:11,56.3497,-33.588,214.0,6.789,34.962,-0.00366103999773,0.0267,1.94005,0.00488233836992,1.6,0.05,10.4211876144,0.000408001693017,0.0522359700358,0.00331896551724,7.34136045408,27.423912958
2019-10-29 07:03:11,56.3497,-33.588,216.0,6.787,34.963,-0.00366103999816,0.03204,1.928,0.00488233836992,1.6,0.04,10.4165134668,0.000392977699253,-0.479943937069,0.00562068965517,7.09275266863,27.4250006438
2019-10-29 07:03:11,56.3497,-33.588,218.0,6.786,34.964,-0.00366103999833,0.0267,1.91595,0.00488233836992,1.7,0.09,10.4100257289,0.000420505730547,0.495153987447,0.00331896551724,7.54826955751,27.425952103
2019-10-29 07:03:11,56.3497,-33.588,220.0,6.813,34.971,-0.00366103999405,0.0267,1.91595,0.00488233836992,1.7,0.07,10.4097663193,0.000443062097144,1.29414560502,0.00331896551724,7.92151840435,27.4278165369
2019-10-29 07:03:11,56.3497,-33.588,222.0,6.838,34.977,-0.0036610399903,0.0267,1.928,0.00488233836992,1.7,0.05,10.4030243657,0.000425570207741,0.674547898613,0.00331896551724,7.63207340351,27.4291575475
2019-10-29 07:03:11,56.3497,-33.588,224.0,6.855,34.982,-0.00366103998777,0.02848,1.928,0.00488233836992,1.7,0.04,10.3859334632,0.000428090250017,0.763812836103,0.00408620689655,7.6737735093,27.4307991236
2019-10-29 07:03:11,56.3497,-33.588,226.0,6.824,34.978,-0.00366103999314,0.0267,1.928,0.00395589845153,1.7,0.07,10.3629394121,0.000400512898066,-0.213032124719,0.00331896551724,7.2174404926,27.4319138681
2019-10-29 07:03:11,56.3497,-33.588,228.0,6.825,34.978,-0.00366103999337,0.03204,1.928,0.00441911841073,1.7,0.05,10.3454116361,0.000382994008773,-0.833586221228,0.00562068965517,6.92754871423,27.4318042636
2019-10-29 07:03:11,56.3497,-33.588,230.0,6.809,34.976,-0.00366103999627,0.0267,1.94005,0.00395589845153,1.6,0.06,10.3091791854,0.000420514969358,0.495481244612,0.00331896551724,7.54842243566,27.4324391711
2019-10-29 07:03:11,56.3497,-33.588,232.0,6.759,34.971,-0.00366104000442,0.02848,1.9762,0.00441911841073,1.6,0.07,10.2651840867,0.000628183693519,7.85152279184,0.00408620689655,10.9847964406,27.4353319933
2019-10-29 07:03:11,56.3497,-33.588,234.0,6.758,34.974,-0.00366104000511,0.02848,1.9521,0.00534555832912,1.6,0.06,10.2325877004,0.00039539909486,-0.394173261886,0.00408620689655,7.13282043017,27.4378601994
2019-10-29 07:03:11,56.3497,-33.588,236.0,6.71,34.969,-0.00366104001308,0.02848,1.96415,0.00534555832912,1.6,0.06,10.1829112277,0.000397828877745,-0.308105492517,0.00408620689655,7.17302697923,27.4404527712
2019-10-29 07:03:11,56.3497,-33.588,238.0,6.651,34.962,-0.00366104002315,0.0267,1.98825,0.00488233836992,1.7,0.08,10.1307554893,0.000412758617296,0.220735741857,0.00331896551724,7.42007510407,27.4429226699
2019-10-29 07:03:11,56.3497,-33.588,240.0,6.598,34.957,-0.00366104003094,0.02848,1.98825,0.00441911841073,1.7,0.06,10.0926579307,0.000392652179789,-0.491474487515,0.00408620689655,7.08736617325,27.4461253084
2019-10-29 07:03:11,56.3497,-33.588,242.0,6.601,34.959,-0.00366104003057,0.02848,1.98825,0.00534555832912,1.7,0.05,10.0677480341,0.000405167051139,-0.0481727145434,0.00408620689655,7.29445454805,27.4473270586
2019-10-29 07:03:11,56.3497,-33.588,244.0,6.591,34.961,-0.00366104003195,0.02848,2.0003,0.00441911841073,1.7,0.05,10.0394301747,0.000415155335727,0.305632302126,0.00408620689655,7.45973452292,27.4502713193
