datetime,lat,lon,p,t,s,o2_t,fchl,fdom,par,tilt,tilt_std,sigma,poc,chla_adj,cphyto,bbp,o2_c
2019-11-23 07:09:12,56.0927,-34.913,0.4,7.265,34.776,-0.00366103991244,0.57316,1.84365,0.00349267849233,7.3,nan,27.2075085757,11.182101218,0.238862068966,12.5406757884,0.000722209395799,11.9751936063
2019-11-23 07:09:12,56.0927,-34.913,2.0,7.271,34.775,-0.00366103991333,0.59274,1.84365,0.00395589845153,6.0,nan,27.2058963011,9.58669162316,0.247301724138,11.7953803705,0.000677169319156,11.9738865997
2019-11-23 07:09:12,56.0927,-34.913,3.9,7.276,34.775,-0.00366103991385,0.59274,1.8557,0.00349267849233,4.4,2.14,27.2052168079,9.23236100733,0.247301724138,11.6298548621,0.000667166196356,11.9722569339
2019-11-23 07:09:12,56.0927,-34.913,6.0,7.276,34.775,-0.00366103991379,0.5785,1.84365,0.00349267849233,3.6,1.75,27.2052479596,8.4344240806,0.241163793103,11.2570987139,0.000644639604782,11.9733177228
2019-11-23 07:09:12,56.0927,-34.913,8.0,7.276,34.775,-0.00366103991378,0.60342,1.84365,0.00349267849233,3.4,1.85,27.2052776354,11.6261717875,0.251905172414,12.7481233064,0.000734745971078,11.9703047724
2019-11-23 07:09:12,56.0927,-34.913,10.0,7.276,34.775,-0.00366103991367,0.59274,1.84365,0.00302945853314,3.1,1.51,27.2053073185,9.05504169028,0.247301724138,11.5470201625,0.000662160287118,11.9713960895
2019-11-23 07:09:12,56.0927,-34.913,12.0,7.278,34.775,-0.00366103991345,0.62478,1.84365,0.00395589845153,2.5,0.96,27.2050249368,9.23248418764,0.261112068966,11.6299124057,0.000667169673865,11.9705199519
2019-11-23 07:09:12,56.0927,-34.913,14.0,7.278,34.775,-0.00366103991344,0.59274,1.8557,0.00349267849233,2.4,0.93,27.2050256736,9.23248418764,0.247301724138,11.6299124057,0.000667169673865,11.9686296103
2019-11-23 07:09:12,56.0927,-34.913,16.0,7.277,34.775,-0.00366103991339,0.55536,1.84365,0.00256623857394,2.4,0.8,27.2051679659,8.52314533121,0.231189655172,11.2985448365,0.00064714429821,11.9690906351
2019-11-23 07:09:12,56.0927,-34.913,18.0,7.284,34.774,-0.00366103991246,0.58206,1.8557,0.00302945853314,2.0,0.83,27.2033905995,7.81439359494,0.242698275862,10.9674515403,0.000627135497571,11.9701203366
2019-11-23 07:09:12,56.0927,-34.913,20.0,7.285,34.774,-0.00366103991219,0.6052,1.8316,0.00302945853314,2.1,1.2,27.2032497699,11.4495011549,0.252672413793,12.6655916397,0.000729758374878,11.9692443149
2019-11-23 07:09:12,56.0927,-34.913,22.0,7.286,34.775,-0.00366103991219,0.59452,1.8316,0.00302945853314,1.6,0.81,27.2039832047,10.2968926569,0.248068965517,12.1271507058,0.000697219034976,11.9692443149
2019-11-23 07:09:12,56.0927,-34.913,24.0,7.286,34.775,-0.00366103991217,0.57494,1.84365,0.00302945853314,1.8,0.62,27.2040712,10.2968926569,0.239629310345,12.1271507058,0.000697219034976,11.9652494359
