datetime,lat,lon,p,t,s,o2_t,fchl,fdom,par,tilt,tilt_std,cphyto,poc,o2_c,bbp,sigma,chla_adj
2019-12-08 07:10:06,56.0932,-34.7762,1.9,7.079,34.777,-0.00366103994515,0.49306,1.84365,0.00488233836992,9.4,nan,12.6180793832,11.3477944918,11.8947521119,0.000726887089712,27.2344307647,0.204336206897
2019-12-08 07:10:06,56.0932,-34.7762,3.9,7.08,34.777,-0.00366103994565,0.50018,1.8557,0.00488233836992,6.9,nan,12.1211003151,10.2839409451,11.891794156,0.000696853394645,27.2343202892,0.207405172414
2019-12-08 07:10:06,56.0932,-34.7762,6.1,7.083,34.777,-0.00366103994661,0.4984,1.84365,0.00488233836992,7.3,nan,12.2040223921,10.4614473058,11.8924497068,0.000701864584321,27.2339338518,0.206637931034
2019-12-08 07:10:06,56.0932,-34.7762,8.0,7.083,34.777,-0.00366103994662,0.50196,1.84365,0.00534555832912,5.5,2.43,11.4585100958,8.86557345235,11.889294327,0.000656811401173,27.2339613677,0.208172413793
2019-12-08 07:10:06,56.0932,-34.7762,10.0,7.083,34.777,-0.00366103994663,0.50552,1.84365,0.00441911841073,4.1,1.83,12.2454397419,10.5501069643,11.8906508607,0.00070436753894,27.2339903389,0.209706896552
2019-12-08 07:10:06,56.0932,-34.7762,11.9,7.084,34.777,-0.00366103994651,0.49662,1.84365,0.00441911841073,4.6,1.88,11.8727127159,9.75223237774,11.8860333342,0.000681842707293,27.233851108,0.205870689655
2019-12-08 07:10:06,56.0932,-34.7762,14.0,7.085,34.777,-0.00366103994631,0.4895,1.8557,0.00441911841073,3.9,1.61,12.4525847334,10.9935299333,11.8877246454,0.000716885831781,27.2337119041,0.202801724138
2019-12-08 07:10:06,56.0932,-34.7762,16.0,7.086,34.777,-0.00366103994614,0.52688,1.8557,0.00441911841073,3.5,1.37,11.8313536051,9.66369738783,11.8799105394,0.000679343272199,27.2335726938,0.218913793103
2019-12-08 07:10:06,56.0932,-34.7762,18.0,7.087,34.777,-0.00366103994598,0.52154,1.81955,0.00441911841073,2.4,1.52,11.6657133227,9.30912108222,11.8817378302,0.00066933321332,27.2334334881,0.216612068966
2019-12-08 07:10:06,56.0932,-34.7762,20.0,7.086,34.777,-0.00366103994617,0.49662,1.84365,0.00441911841073,3.0,1.52,11.6242668561,9.2203990952,11.8856981547,0.000666828499102,27.2335732,0.205870689655
2019-12-08 07:10:06,56.0932,-34.7762,22.0,7.087,34.777,-0.00366103994605,0.51798,1.8557,0.00441911841073,2.3,1.09,11.8728000716,9.75241937484,11.8816312286,0.000681847986416,27.2335207955,0.215077586207
2019-12-08 07:10:06,56.0932,-34.7762,24.0,7.087,34.776,-0.00366103994592,0.51798,1.8557,0.00488233836992,2.5,1.05,11.8728442883,9.75251402685,11.88315422,0.000681850658541,27.2328202913,0.215077586207
