datetime,lat,lon,p,t,s,o2_t,fchl,fdom,par,tilt,tilt_std,cphyto,poc,o2_c,bbp,sigma,chla_adj
2020-01-27 07:17:32,55.7429,-35.6557,0.2,5.832,34.853,-0.00366104015695,0.26166,1.84365,0.00302945853314,14.8,nan,23.5525298963,34.7545226755,11.352176132,0.00138768343616,27.4597246501,0.104594827586
2020-01-27 07:17:32,55.7429,-35.6557,2.0,5.85,34.852,-0.00366104015753,0.28302,1.8798,0.00302945853314,11.6,nan,8.43580787388,2.39505449903,11.3498583142,0.000474141903309,27.4566916888,0.113801724138
2020-01-27 07:17:32,55.7429,-35.6557,4.0,5.852,34.852,-0.00366104015764,0.27768,1.8557,0.00302945853314,8.3,nan,8.18736662521,1.86323108731,11.3515282365,0.000459127973782,27.4564641082,0.1115
2020-01-27 07:17:32,55.7429,-35.6557,6.0,5.851,34.852,-0.00366104015762,0.2759,1.86775,0.00302945853314,6.5,nan,8.14591785132,1.77450416108,11.3496136095,0.000456623120125,27.4566142057,0.110732758621
2020-01-27 07:17:32,55.7429,-35.6557,8.2,5.854,34.852,-0.00366104015725,0.27768,1.86775,0.00302945853314,8.6,nan,8.68443766528,2.92728151296,11.3467352135,0.000489167226948,27.4562631505,0.1115
2020-01-27 07:17:32,55.7429,-35.6557,10.0,5.854,34.852,-0.00366104015717,0.2848,1.84365,0.00349267849233,5.5,nan,7.98034271882,1.42006731803,11.3460157539,0.00044661699842,27.4562849579,0.114568965517
2020-01-27 07:17:32,55.7429,-35.6557,12.0,5.857,34.852,-0.00366104015683,0.26344,1.8798,0.00302945853314,5.5,2.5,7.93901961879,1.33160941437,11.3434980838,0.000444119739551,27.4559011155,0.105362068966
2020-01-27 07:17:32,55.7429,-35.6557,14.2,5.857,34.852,-0.00366104015675,0.26166,1.8798,0.00302945853314,6.5,nan,8.85020131421,3.28212190193,11.3428939446,0.000499184741176,27.4558944548,0.104594827586
2020-01-27 07:17:32,55.7429,-35.6557,16.0,5.858,34.852,-0.00366104015649,0.26878,1.89185,0.00349267849233,3.8,1.94,8.22897248016,1.95229426763,11.3438577092,0.000461642320242,27.4557630738,0.107663793103
2020-01-27 07:17:32,55.7429,-35.6557,18.0,5.861,34.852,-0.00366104015618,0.28124,1.86775,0.00349267849233,4.0,1.47,9.05741370322,3.72568914476,11.3419446622,0.000511707107017,27.4553791675,0.113034482759
2020-01-27 07:17:32,55.7429,-35.6557,20.0,5.859,34.852,-0.00366104015644,0.26344,1.8557,0.00488233836992,2.5,1.14,8.27042124091,2.04102116572,11.3428939446,0.000464147173105,27.4556250642,0.105362068966
2020-01-27 07:17:32,55.7429,-35.6557,21.9,5.859,34.852,-0.00366104015644,0.28836,1.86775,0.00395589845153,2.8,1.16,7.69057834383,0.799785946356,11.3438577092,0.000429105808434,27.4557076298,0.116103448276
2020-01-27 07:17:32,55.7429,-35.6557,24.0,5.86,34.852,-0.0036610401563,0.27768,1.9039,0.00256623857394,2.7,1.01,8.02194855123,1.5091304501,11.3419302799,0.000449131343518,27.4556729491,0.1115
2020-01-27 07:17:32,55.7429,-35.6557,26.1,5.859,34.852,-0.00366104015639,0.2848,1.8798,0.00256623857394,2.0,1.17,9.88569788278,5.49874784822,11.34529635,0.000561762403258,27.4558901659,0.114568965517
2020-01-27 07:17:32,55.7429,-35.6557,28.0,5.859,34.852,-0.00366104015647,0.26166,1.86775,0.00256623857394,2.5,0.68,7.8148303932,1.06576492193,11.3428939446,0.000436614672292,27.4559727521,0.104594827586
2020-01-27 07:17:32,55.7429,-35.6557,30.0,5.858,34.852,-0.00366104015656,0.28658,1.8798,0.00256623857394,2.3,0.65,13.1162197556,12.4141339737,11.344332436,0.000756990965323,27.4561856144,0.115336206897
2020-01-27 07:17:32,55.7429,-35.6557,32.1,5.858,34.852,-0.00366104015662,0.29548,1.89185,0.00302945853314,1.7,0.43,7.69054693287,0.799718706795,11.34529635,0.000429103910191,27.4562366652,0.119172413793
2020-01-27 07:17:32,55.7429,-35.6557,34.1,5.858,34.852,-0.00366104015655,0.2848,1.8798,0.00302945853314,1.6,0.64,7.85621633204,1.1543573409,11.3472100874,0.000439115728669,27.4562852923,0.114568965517
2020-01-27 07:17:32,55.7429,-35.6557,36.0,5.858,34.852,-0.00366104015652,0.28302,1.89185,0.00349267849233,1.5,0.73,8.063303081,1.59765563353,11.3481743,0.000451630501765,27.4563314944,0.113801724138
2020-01-27 07:17:32,55.7429,-35.6557,38.0,5.858,34.852,-0.00366104015648,0.28302,1.8557,0.00302945853314,1.7,0.33,8.22897248016,1.95229426763,11.3418439865,0.000461642320242,27.4563801351,0.113801724138
2020-01-27 07:17:32,55.7429,-35.6557,40.0,5.858,34.852,-0.00366104015661,0.31684,1.84365,0.00256623857394,1.7,0.58,7.81479898225,1.06569768237,11.3458718687,0.000436612774049,27.4564287828,0.128379310345
2020-01-27 07:17:32,55.7429,-35.6557,42.0,5.858,34.852,-0.00366104015652,0.3026,1.8798,0.00349267849233,1.7,0.44,7.81479898225,1.06569768237,11.345656045,0.000436612774049,27.4564781291,0.12224137931
2020-01-27 07:17:32,55.7429,-35.6557,44.0,5.857,34.852,-0.00366104015663,0.29726,1.8798,0.00302945853314,1.7,0.42,7.64909817025,0.710991804689,11.3449366689,0.000426599057216,27.4566533673,0.119939655172
2020-01-27 07:17:32,55.7429,-35.6557,46.0,5.858,34.852,-0.00366104015647,0.28658,2.0244,0.00302945853314,1.7,0.54,23.967565401,35.6429645074,11.3469798425,0.00141276507559,27.4565768427,0.115336206897
2020-01-27 07:17:32,55.7429,-35.6557,48.1,5.857,34.852,-0.00366104015674,0.29192,1.86775,0.00302945853314,1.7,0.5,8.47744516608,2.4841849752,11.3472676496,0.000476658149602,27.4567545557,0.117637931034
2020-01-27 07:17:32,55.7429,-35.6557,50.1,5.857,34.852,-0.00366104015669,0.28124,1.8557,0.00302945853314,1.6,0.46,7.98043696858,1.42026907289,11.3478145075,0.00044662269417,27.4568035224,0.113034482759
2020-01-27 07:17:32,55.7429,-35.6557,52.2,5.856,34.852,-0.00366104015678,0.2848,1.86775,0.00349267849233,1.7,0.51,7.98040555387,1.42020182529,11.3436275474,0.0004466207957,27.456972741,0.114568965517
2020-01-27 07:17:32,55.7429,-35.6557,54.0,5.859,34.852,-0.00366104015633,0.28124,2.01235,0.00302945853314,1.7,0.47,7.85624774299,1.15442458046,11.34450507,0.000439117626911,27.4566323119,0.113034482759
