datetime,lat,lon,p,t,s,o2_t,fchl,fdom,par,tilt,tilt_std,bbp,sigma,poc,o2_c,chla_adj,cphyto
2019-10-19 07:19:39,56.5698,-33.3916,0.5,8.7,34.75,-0.00366103966921,1.3973,1.84365,0.00395589845153,7.9,nan,0.00103252773718,26.9729831747,22.1741975065,12.2931743769,0.594094827586,17.6756323684
2019-10-19 07:19:39,56.5698,-33.3916,2.0,8.707,34.748,-0.00366103967024,1.44002,1.8316,0.00349267849233,6.4,nan,0.00105507070513,26.9703447699,22.972714517,12.2906484537,0.61250862069,18.0486595026
2019-10-19 07:19:39,56.5698,-33.3916,3.9,8.708,34.748,-0.00366103967076,1.42044,1.84365,0.00302945853314,5.2,nan,0.00103755160829,26.9702221326,22.3521530687,12.2910137986,0.604068965517,17.7587642898
2019-10-19 07:19:39,56.5698,-33.3916,6.0,8.712,34.748,-0.00366103967026,1.46672,1.84365,0.00302945853314,3.8,2.22,0.00102003726687,26.9696323627,21.7317600672,12.2912203039,0.624017241379,17.468947767
2019-10-19 07:19:39,56.5698,-33.3916,8.0,8.712,34.748,-0.00366103967039,1.3973,1.84365,0.00302945853314,4.6,1.74,0.0010751022685,26.9696684541,23.6822725548,12.2853921686,0.594094827586,18.3801294624
2019-10-19 07:19:39,56.5698,-33.3916,9.9,8.71,34.748,-0.00366103967064,1.424,1.84365,0.00395589845153,4.4,2.0,0.00100251341429,26.9700165706,21.1110301608,12.2887584078,0.605603448276,17.178973859
2019-10-19 07:19:39,56.5698,-33.3916,12.0,8.713,34.748,-0.00366103967019,1.40976,1.84365,0.00395589845153,3.0,1.34,0.00101002703337,26.9695569742,21.3771775759,12.2894730883,0.599465517241,17.3033045949
2019-10-19 07:19:39,56.5698,-33.3916,14.0,8.714,34.748,-0.00366103967014,1.44536,1.8316,0.00302945853314,2.4,1.3,0.000987502026657,26.9694094016,20.5792967882,12.2894730883,0.614810344828,16.9305746721
2019-10-19 07:19:39,56.5698,-33.3916,16.0,8.714,34.748,-0.00366103967018,1.44358,1.8316,0.00302945853314,2.4,1.11,0.00107260248371,26.9694187693,23.5937251781,12.2867099456,0.614043103448,18.338764565
2019-10-19 07:19:39,56.5698,-33.3916,18.0,8.713,34.748,-0.00366103967032,1.43646,1.8316,0.00349267849233,2.7,1.17,0.00104506839804,26.9695850635,22.6184127953,12.2856144319,0.610974137931,17.883147492
2019-10-19 07:19:39,56.5698,-33.3916,20.0,8.714,34.748,-0.00366103967026,1.45782,1.8316,0.00349267849233,1.8,0.6,0.00106509361986,26.9694375271,23.3277462025,12.2845984125,0.620181034483,18.2145125157
2019-10-19 07:19:39,56.5698,-33.3916,22.0,8.714,34.748,-0.0036610396703,1.4596,1.84365,0.00302945853314,2.3,0.89,0.00110514089377,26.9695270581,24.746300739,12.2827412739,0.620948275862,18.8771901123
2019-10-19 07:19:39,56.5698,-33.3916,24.0,8.713,34.748,-0.00366103967048,1.4418,1.8316,0.00302945853314,1.8,0.58,0.00117271908362,26.9697735023,27.1400553801,12.2819477321,0.613275862069,19.9954323313
2019-10-19 07:19:39,56.5698,-33.3916,26.0,8.711,34.748,-0.00366103967101,1.4329,1.8316,0.00302945853314,1.7,0.95,0.00106008295571,26.9701768148,23.1502584571,12.2742854204,0.609439655172,18.1315991348
2019-10-19 07:19:39,56.5698,-33.3916,28.0,8.71,34.748,-0.00366103967118,1.43646,1.8316,0.00302945853314,1.7,0.53,0.00101252523276,26.9704232206,21.4656687949,12.2722558311,0.610974137931,17.3446432582
2019-10-19 07:19:39,56.5698,-33.3916,30.0,8.707,34.747,-0.00366103967148,1.47206,1.84365,0.00302945853314,1.7,0.5,0.001065085161,26.9701995472,23.3274465731,12.275347951,0.626318965517,18.2143725438
2019-10-19 07:19:39,56.5698,-33.3916,32.0,8.713,34.748,-0.00366103967067,1.40976,1.8316,0.00302945853314,1.6,0.26,0.00102504476108,26.9701011653,21.909135527,12.2756017066,0.599465517241,17.5518086936
2019-10-19 07:19:39,56.5698,-33.3916,34.0,8.714,34.748,-0.00366103967057,1.46672,1.81955,0.00302945853314,1.8,0.3,0.00101753748209,26.9700033041,21.6432126906,12.2763312907,0.624017241379,17.4275828696
2019-10-19 07:19:39,56.5698,-33.3916,36.0,8.716,34.748,-0.00366103967039,1.44892,1.81955,0.00349267849233,1.6,0.26,0.00102504951536,26.9697485487,21.9093039332,12.2724302324,0.616344827586,17.5518873645
