datetime,lat,lon,p,t,s,o2_t,fchl,fdom,par,tilt,tilt_std,chla_adj,poc,o2_c,cphyto,bbp,sigma
2019-11-03 07:19:54,56.0445,-33.851,0.1,8.755,34.851,-0.00366103966053,0.82414,1.7593,0.00302945853314,12.4,nan,0.347043103448,36.7080408609,12.3139624316,24.4651157032,0.00144283329177,27.043461338
2019-11-03 07:19:54,56.0445,-33.851,2.1,8.765,34.848,-0.00366103966102,0.86508,1.8557,0.00302945853314,9.4,nan,0.364689655172,16.5831385817,12.3150770348,15.0637698027,0.000874686313075,27.0395707538
2019-11-03 07:19:54,56.0445,-33.851,4.1,8.764,34.848,-0.00366103966135,0.90602,1.8316,0.00349267849233,6.8,nan,0.382336206897,14.7212297276,12.3125773152,14.1939792849,0.000822122684423,27.0397655876
2019-11-03 07:19:54,56.0445,-33.851,5.9,8.765,34.848,-0.00366103966121,0.89356,1.8316,0.00256623857394,4.9,nan,0.376965517241,17.8243738011,12.3118609522,15.6436126997,0.000909727677746,27.0396412782
2019-11-03 07:19:54,56.0445,-33.851,7.8,8.766,34.848,-0.00366103966106,0.95052,1.81955,0.00302945853314,5.6,nan,0.401517241379,18.0017491395,12.3099827371,15.7264735697,0.000914735168526,27.0395188295
2019-11-03 07:19:54,56.0445,-33.851,9.7,8.768,34.848,-0.00366103966086,0.92382,1.8316,0.00302945853314,4.1,1.94,0.39000862069,14.9874327813,12.3099827371,14.3183360123,0.000829637874238,27.0392386477
2019-11-03 07:19:54,56.0445,-33.851,12.0,8.769,34.848,-0.00366103966076,0.8989,1.8316,0.00256623857394,4.0,1.95,0.379267241379,15.5194467427,12.3083594844,14.5668662763,0.000844657183182,27.0390965143
2019-11-03 07:19:54,56.0445,-33.851,14.1,8.77,34.848,-0.00366103966064,0.95764,1.81955,0.00302945853314,3.5,1.94,0.404586206897,17.2040362612,12.3091233346,15.3538220858,0.000892214902073,27.038949317
2019-11-03 07:19:54,56.0445,-33.851,16.0,8.769,34.848,-0.00366103966081,0.9256,1.8316,0.00302945853314,3.7,1.87,0.390775862069,15.1648081086,12.3068478724,14.4011968771,0.000834645364705,27.0391166195
2019-11-03 07:19:54,56.0445,-33.851,18.1,8.768,34.848,-0.00366103966106,0.90958,1.81955,0.00302945853314,2.7,1.37,0.383870689655,15.2534117568,12.3030300985,14.4425880617,0.000837146738096,27.0392849156
2019-11-03 07:19:54,56.0445,-33.851,19.9,8.77,34.848,-0.00366103966086,0.90602,1.81955,0.00302945853314,3.3,1.15,0.382336206897,15.9628010419,12.29937279,14.7739791887,0.000857173537402,27.0389785154
