datetime,lat,lon,p,t,s,o2_t,fchl,fdom,par,tilt,tilt_std,o2_c,bbp,chla_adj,sigma,poc,cphyto
2017-09-19 11:20:11,53.2892,-39.8282,0.5,11.193,34.452,-0.00366103926759,1.070688,2.02556,347.205035775,12.6,nan,12.1904886211,0.00195886253547,1.10571875,26.3175123059,54.9868287315,33.0040494594
2017-09-19 11:20:11,53.2892,-39.8282,1.9,11.204,34.446,-0.00366103926601,0.966789,2.20504,389.318299707,11.3,nan,12.1903601718,0.00195889272826,1.10571875,26.3108756203,54.9878982204,33.004549071
2017-09-19 11:20:11,53.2892,-39.8282,4.0,11.204,34.447,-0.00366103926461,1.09182,2.01274,391.590516229,7.3,nan,12.1889955042,0.00196812622179,1.10571875,26.3117030163,55.3149670282,33.1573392289
2017-09-19 11:20:11,53.2892,-39.8282,6.0,11.205,34.447,-0.00366103926464,1.477479,2.02556,267.662441778,5.2,nan,12.1874384144,0.00196812754894,1.10571875,26.3115680491,55.3150140385,33.1573611897
2017-09-19 11:20:11,53.2892,-39.8282,7.9,11.206,34.447,-0.00366103926467,1.79622,2.07684,194.585323403,5.1,nan,12.1820627759,0.00218748604657,1.10571875,26.3114307385,63.0851307415,36.7871703584
2017-09-19 11:20:11,53.2892,-39.8282,10.0,11.206,34.447,-0.00366103926466,2.449551,1.96146,128.827154431,3.6,1.32,12.178405852,0.00212514242967,1.10571875,26.3114801155,60.8767951437,35.7555466252
2017-09-19 11:20:11,53.2892,-39.8282,12.0,11.207,34.447,-0.0036610392647,2.718984,2.02556,77.5504302195,2.9,1.32,12.1761610623,0.00206280013972,1.1637862069,26.3113128722,58.6685065492,34.7239448496
2017-09-19 11:20:11,53.2892,-39.8282,14.0,11.204,34.447,-0.00366103926524,3.071184,2.02556,78.0817927275,2.8,1.32,12.1741251711,0.00204663299863,1.31559655172,26.3118734854,58.0958340774,34.456420967
2017-09-19 11:20:11,53.2892,-39.8282,16.1,11.204,34.447,-0.00366103926539,3.109926,1.99992,64.9827623684,3.2,1.4,12.1707116139,0.00201892472445,1.33229568966,26.3118889561,57.1143515894,33.99792153
2017-09-19 11:20:11,53.2892,-39.8282,18.0,11.204,34.447,-0.00366103926556,3.032442,2.0512,42.5899740866,2.7,1.31,12.1661140448,0.00204894202148,1.29889741379,26.3119029606,58.1776242847,34.4946292534
2017-09-19 11:20:11,53.2892,-39.8282,20.0,11.206,34.447,-0.00366103926548,3.057096,2.02556,28.0072943546,2.7,1.46,12.1669949415,0.00201892737865,1.30952413793,26.3115538363,57.1144456066,33.9979654501
2017-09-19 11:20:11,53.2892,-39.8282,22.0,11.206,34.447,-0.00366103926588,3.021876,2.02556,17.2327933263,2.3,1.4,12.1597579698,0.00195196571605,1.29434310345,26.3116474321,54.742529594,32.889925144
2017-09-19 11:20:11,53.2892,-39.8282,24.0,11.205,34.447,-0.00366103926642,3.138102,2.03838,13.248301083,2.1,1.06,12.1526064183,0.00200276289166,1.34444051724,26.3119229673,56.5418671484,33.7304854859
2017-09-19 11:20:11,53.2892,-39.8282,26.0,11.207,34.446,-0.0036610392667,3.034203,2.03838,10.2378927081,2.2,0.64,12.1453163673,0.00201431325772,1.29965646552,26.3108746501,56.9510042148,33.9216138218
2017-09-19 11:20:11,53.2892,-39.8282,28.0,11.207,34.446,-0.00366103926737,3.101121,2.01274,8.03494221916,2.1,0.82,12.1359082504,0.00217132681139,1.32850043103,26.3109682717,62.5127383131,36.519777298
2017-09-19 11:20:11,53.2892,-39.8282,30.0,11.179,34.448,-0.00366103927277,3.002505,2.03838,6.22336903781,2.1,0.82,12.1199722874,0.00203967012131,1.28599353448,26.3177082528,57.8491950371,34.3412035663
2017-09-19 11:20:11,53.2892,-39.8282,32.1,11.158,34.45,-0.00366103927721,3.016593,2.02556,4.84095463686,2.0,0.73,12.1014694841,0.00225437610453,1.29206594828,26.3231508572,65.4545103746,37.8940257951
2017-09-19 11:20:11,53.2892,-39.8282,34.0,11.081,34.456,-0.00366103929241,2.926782,2.01274,4.76587606918,2.0,0.71,12.0480732263,0.00189866815155,1.25335431034,26.3418285105,52.8546232641,32.0079899083
2017-09-19 11:20:11,53.2892,-39.8282,35.9,10.827,34.467,-0.00366103933595,2.442507,2.0512,4.97851794796,2.0,0.53,11.8758709686,0.00178284498603,1.04461508621,26.3960286572,48.7519350953,30.0914195786
2017-09-19 11:20:11,53.2892,-39.8282,38.1,10.374,34.488,-0.00366103940984,1.986408,2.12812,4.62976589165,2.0,0.35,11.6954270888,0.00179139790215,0.848020689655,26.4921353754,49.0548964899,30.232947961
2017-09-19 11:20:11,53.2892,-39.8282,39.8,10.23,34.493,-0.00366103944132,1.790937,2.16658,4.75231348921,2.0,0.29,11.536679456,0.00144482733523,0.763765948276,26.5209818932,36.7786738687,24.498111905
2017-09-19 11:20:11,53.2892,-39.8282,41.9,9.582,34.517,-0.00366103955735,1.296096,2.29478,4.72373519571,2.0,0.46,11.192719342,0.00109977569366,0.550472413793,26.6491806454,24.5562546207,18.7884100889
2017-09-19 11:20:11,53.2892,-39.8282,43.9,8.534,34.566,-0.00366103972696,0.869934,2.33324,3.79227657867,1.9,0.2,10.9203657567,0.000795545507488,0.366781896552,26.8553451788,13.7798129662,13.7541965477
2017-09-19 11:20:11,53.2892,-39.8282,46.0,7.821,34.593,-0.00366103984188,0.655092,2.32042,2.82884902313,2.0,0.29,10.7694468007,0.000630365504075,0.274177586207,26.9841273203,7.92880688536,11.0208996964
2017-09-19 11:20:11,53.2892,-39.8282,48.0,7.616,34.598,-0.00366103987826,0.59874,2.35888,1.95842201595,2.1,0.26,10.7085298225,0.000648478533373,0.249887931034,27.0180237962,8.57040660913,11.3206229373
2017-09-19 11:20:11,53.2892,-39.8282,50.0,7.524,34.598,-0.00366103989731,0.589935,2.35888,1.46241909143,2.0,0.24,10.6613275947,0.000639085764403,0.246092672414,27.031354143,8.23769594668,11.1651971877
2017-09-19 11:20:11,53.2892,-39.8282,52.0,7.201,34.609,-0.00366103994886,0.507168,2.35888,1.65035769955,2.0,0.31,10.5886538721,0.00062233584952,0.210417241379,27.0859335062,7.6443804617,10.8880299237
2017-09-19 11:20:11,53.2892,-39.8282,54.0,6.99,34.615,-0.00366103998384,0.498363,2.35888,1.45563780144,2.1,0.26,10.5365199664,0.000601168307431,0.206621982759,27.1200585949,6.89458378581,10.5377624885
2017-09-19 11:20:11,53.2892,-39.8282,56.0,6.837,34.62,-0.00366104001164,0.447294,2.35888,0.968838056187,2.1,0.09,10.4850973229,0.000577793111031,0.184609482759,27.1450222639,6.06658757893,10.1509641509
2017-09-19 11:20:11,53.2892,-39.8282,58.0,6.693,34.622,-0.00366104003748,0.429684,2.35888,0.779930692357,2.1,0.11,10.435038176,0.000591383926888,0.177018965517,27.166152288,6.54800145823,10.375856592
2017-09-19 11:20:11,53.2892,-39.8282,60.0,6.406,34.632,-0.0036610400843,0.390942,2.3717,0.672883186186,2.1,0.11,10.367779111,0.000558509711076,0.160319827586,27.2122860284,5.38353098572,9.83187433806
2017-09-19 11:20:11,53.2892,-39.8282,62.0,6.248,34.636,-0.00366104010911,0.406791,2.35888,0.724711616775,2.1,0.13,10.3195727926,0.000551281102041,0.167151293103,27.236125064,5.12747919648,9.7122597727
2017-09-19 11:20:11,53.2892,-39.8282,64.0,6.086,34.64,-0.00366104013799,0.350439,2.3717,0.782352581636,2.0,0.07,10.2678579615,0.000537115130425,0.142861637931,27.2601977433,4.62569214991,9.47785000872
2017-09-19 11:20:11,53.2892,-39.8282,66.0,5.927,34.643,-0.00366104016563,0.345156,2.41016,0.731977284615,1.9,0.09,10.2094765636,0.000569134993109,0.140584482759,27.2828079014,5.75989972591,10.0076949539
2017-09-19 11:20:11,53.2892,-39.8282,68.0,5.681,34.652,-0.00366104020694,0.283521,2.38452,0.621054755597,2.1,0.07,10.1403472796,0.000497063651736,0.114017672414,27.320655441,3.20698867179,8.81510283396
2017-09-19 11:20:11,53.2892,-39.8282,70.0,5.431,34.661,-0.00366104024876,0.269433,2.38452,0.570195080719,2.1,0.09,10.0798012304,0.000475776047777,0.107945258621,27.358305635,2.45293916435,8.46284868896
2017-09-19 11:20:11,53.2892,-39.8282,72.0,5.228,34.669,-0.00366104028253,0.258867,2.39734,0.450069372437,2.0,0.08,10.0249599584,0.000461503480418,0.103390948276,27.3889126602,1.94737628337,8.22667504435
2017-09-19 11:20:11,53.2892,-39.8282,74.0,5.138,34.672,-0.00366104029901,0.230691,2.38452,0.370631404057,2.1,0.07,9.9905531516,0.000438227684231,0.0912461206897,27.4019185787,1.12290103084,7.84152152023
2017-09-19 11:20:11,53.2892,-39.8282,76.0,4.978,34.679,-0.00366104032634,0.204276,2.39734,0.310568549916,2.1,0.06,9.94814623047,0.000424036756152,0.0798603448276,27.4261060317,0.620229976419,7.60669879209
2017-09-19 11:20:11,53.2892,-39.8282,78.0,4.889,34.681,-0.00366104034053,0.19371,2.39734,0.285865279261,2.0,0.06,9.92028098366,0.000426162294387,0.0753060344828,27.4379418333,0.695520791772,7.64187088826
2017-09-19 11:20:11,53.2892,-39.8282,80.0,4.738,34.686,-0.00366104036576,0.165534,2.38452,0.253411962911,2.1,0.06,9.8848515434,0.000405063258938,0.0631612068966,27.459068246,-0.0518492418869,7.2927370587
2017-09-19 11:20:11,53.2892,-39.8282,82.0,4.624,34.693,-0.00366104038465,0.156729,2.3717,0.227739936544,1.9,0.07,9.86935994953,0.00040943073978,0.0593659482759,27.4774101923,0.102855664498,7.36500743882
2017-09-19 11:20:11,53.2892,-39.8282,84.0,4.548,34.699,-0.00366104039736,0.151446,2.35888,0.18608344093,2.0,0.06,9.85967075949,0.000386168949254,0.0570887931034,27.4906231337,-0.721123479514,6.98008567173
2017-09-19 11:20:11,53.2892,-39.8282,86.0,4.494,34.701,-0.0036610404093,0.14088,2.34606,0.165255193123,2.0,0.05,9.85649299893,0.000402215978768,0.0525344827586,27.4981820279,-0.152705600068,7.245622022
2017-09-19 11:20:11,53.2892,-39.8282,88.0,4.373,34.709,-0.00366104042823,0.126792,2.35888,0.166223948835,2.0,0.05,9.84611505427,0.000427344098644,0.0464620689655,27.517757979,0.737382662163,7.66142665643
2017-09-19 11:20:11,53.2892,-39.8282,90.0,4.35,34.711,-0.00366104043096,0.119748,2.33324,0.168161460259,2.1,0.07,9.84772031293,0.000362638406184,0.043425862069,27.5218622279,-1.55462237613,6.59071675326
2017-09-19 11:20:11,53.2892,-39.8282,92.0,4.297,34.715,-0.00366104043984,0.121509,2.3076,0.164770815267,2.2,0.06,9.84858481212,0.000443333375839,0.0441849137931,27.5307785566,1.30375483898,7.92600735694
