0.1861,0.1905,0.2347,0.2611
0.1912,0.1897,0.2304,0.2549
0.1832,0.1941,0.2149,0.2228
0.1679,0.2001,0.2056,0.1745
0.1517,0.1916,0.1787,0.1047
0.1065,0.1262,0.1028,0.0117
0.0548,0.0202,-0.0321,-0.1043
-0.0006,-0.1096,-0.186,-0.2123
