platformId,timestamp_utc_,latitude_deg_,longitude_deg_,ttff_sec_,x_Sat,hdop,sst_degC_,slp_mB_,drogue_counts_,battery_volts_
300234065316710,2017-09-14 23:00:00,53.3723953,-39.5121178,2,7,2,11.42,850,60,11.8
300234065316710,2017-09-15 00:00:00,53.3720258,-39.5130544,3,4,3,11.41,850,22,11.8
300234065316710,2017-09-15 01:00:00,53.3710787,-39.5140683,54,4,4,11.39,850,24,11.6
300234065316710,2017-09-15 02:00:00,53.3727281,-39.5168441,6,4,2,11.4,850,29,11.6
300234065316710,2017-09-15 03:02:00,53.3728128,-39.5248453,165,6,2,11.39,850,24,11.6
300234065316710,2017-09-15 04:00:00,53.3743601,-39.5306451,0,5,1,11.4,850,22,11.8
300234065316710,2017-09-15 05:00:00,53.3768885,-39.534218,0,6,2,11.41,850,23,11.8
300234065316710,2017-09-15 06:00:00,53.3788623,-39.534019,4,7,2,11.41,850,60,11.6
300234065316710,2017-09-15 07:00:00,53.3812092,-39.5329035,2,6,1,11.42,850,47,11.8
300234065316710,2017-09-15 08:00:00,53.3807751,-39.5300276,3,6,2,11.42,850,22,11.8
300234065316710,2017-09-15 09:00:00,53.3807326,-39.5288613,3,6,2,11.41,850,20,11.8
300234065316710,2017-09-15 10:00:00,53.3793953,-39.5264773,5,4,2,11.41,850,25,11.6
300234065316710,2017-09-15 11:00:00,53.3784594,-39.5284249,4,5,2,11.41,850,22,11.6
300234065316710,2017-09-15 12:00:00,53.3778295,-39.5319977,6,4,5,11.41,850,27,11.6
300234065316710,2017-09-15 13:03:00,53.3797352,-39.5374845,209,8,1,11.42,850,23,11.6
300234065316710,2017-09-15 14:00:00,53.3791223,-39.5418493,0,8,1,11.44,850,46,11.8
300234065316710,2017-09-15 15:00:00,53.3795336,-39.5477754,0,7,1,11.46,850,24,11.8
300234065316710,2017-09-15 16:00:00,53.3811282,-39.5548288,3,6,2,11.52,850,60,11.8
300234065316710,2017-09-15 17:00:00,53.3830271,-39.5587854,2,6,3,11.5,850,18,11.8
300234065316710,2017-09-15 18:00:00,53.3875267,-39.5621865,2,6,2,11.51,850,60,11.8
300234065316710,2017-09-15 19:00:00,53.3867205,-39.5620951,3,5,3,11.48,850,19,11.8
300234065316710,2017-09-15 20:00:00,53.3868255,-39.5597935,2,7,2,11.45,850,22,11.8
300234065316710,2017-09-15 21:00:00,53.3852378,-39.5604647,6,4,4,11.43,850,21,11.6
300234065316710,2017-09-15 22:00:00,53.3837583,-39.5581713,4,5,2,11.42,850,22,11.6
300234065316710,2017-09-15 23:00:00,53.3827344,-39.5602432,4,6,2,11.4,850,60,11.6
300234065316710,2017-09-16 00:00:00,53.3788982,-39.5616691,3,6,3,11.4,850,23,11.8
300234065316710,2017-09-16 01:00:00,53.3770452,-39.5694389,14,5,4,11.4,850,60,11.6
300234065316710,2017-09-16 02:00:00,53.3795633,-39.5692245,10,5,2,11.39,850,27,11.6
300234065316710,2017-09-16 03:01:00,53.3778987,-39.5725461,92,4,11,11.41,850,22,11.6
300234065316710,2017-09-16 04:00:00,53.3782532,-39.5803169,3,7,1,11.41,850,20,11.8
300234065316710,2017-09-16 05:00:00,53.3787408,-39.5860606,4,7,2,11.41,850,23,11.6
300234065316710,2017-09-16 06:00:00,53.3792978,-39.5906297,4,7,1,11.42,850,31,11.6
300234065316710,2017-09-16 07:00:00,53.3788656,-39.5944489,2,6,1,11.41,850,20,11.8
300234065316710,2017-09-16 08:00:00,53.3803445,-39.593912,5,7,2,11.43,850,23,11.6
300234065316710,2017-09-16 09:00:00,53.3785814,-39.5905697,52,7,1,11.42,850,21,11.6
300234065316710,2017-09-16 10:00:00,53.3759645,-39.5880356,5,6,3,11.44,850,25,11.6
300234065316710,2017-09-16 11:00:00,53.3719768,-39.5927444,2,6,2,11.45,850,60,11.8
300234065316710,2017-09-16 12:00:00,53.371457,-39.5976653,2,5,3,11.46,850,23,11.8
300234065316710,2017-09-16 13:00:00,53.3729091,-39.6025283,44,6,2,11.49,850,24,11.6
300234065316710,2017-09-16 14:00:00,53.3768673,-39.608765,2,3,3,11.51,850,19,11.8
300234065316710,2017-09-16 15:00:00,53.3797155,-39.6111843,2,5,2,11.5,850,21,11.8
300234065316710,2017-09-16 16:00:00,53.3796647,-39.6130752,3,7,2,11.49,850,23,11.6
300234065316710,2017-09-16 17:00:00,53.379173,-39.6132779,5,6,3,11.49,850,24,11.6
300234065316710,2017-09-16 18:00:00,53.37678,-39.6144902,35,5,6,11.49,850,24,11.6
300234065316710,2017-09-16 19:00:00,53.3774338,-39.6158805,4,6,2,11.48,850,51,11.6
300234065316710,2017-09-16 20:00:00,53.3745661,-39.6170953,10,7,2,11.48,850,22,11.6
300234065316710,2017-09-16 21:00:00,53.3713797,-39.6182198,9,5,29,11.5,850,22,11.6
300234065316710,2017-09-16 22:00:00,53.368661,-39.6216123,5,6,1,11.52,850,21,11.6
300234065316710,2017-09-16 23:00:00,53.3660388,-39.6278226,13,6,2,11.52,850,24,11.6
300234065316710,2017-09-17 00:00:00,53.3632546,-39.6303052,13,6,1,11.52,850,1,11.6
300234065316710,2017-09-17 01:00:00,53.3642848,-39.6369276,29,4,6,11.53,850,21,11.6
300234065316710,2017-09-17 02:00:00,53.3711415,-39.6391176,11,5,3,11.53,850,24,11.6
300234065316710,2017-09-17 03:00:00,53.3727442,-39.6445231,45,3,4,11.51,850,23,11.6
300234065316710,2017-09-17 04:00:00,53.3742619,-39.6479873,13,6,2,11.49,850,49,11.6
300234065316710,2017-09-17 05:00:00,53.3751329,-39.6481809,17,7,2,11.46,850,60,11.6
300234065316710,2017-09-17 06:00:00,53.3756153,-39.6480818,11,7,1,11.42,850,23,11.6
300234065316710,2017-09-17 07:00:00,53.3754664,-39.6485433,7,6,2,11.41,850,60,11.6
300234065316710,2017-09-17 08:01:00,53.3738899,-39.648493,90,7,2,11.42,850,25,11.6
300234065316710,2017-09-17 09:00:00,53.3709833,-39.6490979,19,7,2,11.44,850,20,11.6
300234065316710,2017-09-17 10:00:00,53.3678699,-39.6510335,3,6,1,11.45,850,22,11.8
300234065316710,2017-09-17 11:00:00,53.3615321,-39.6502036,10,5,5,11.47,850,21,11.6
300234065316710,2017-09-17 12:00:00,53.3557713,-39.6508373,8,5,3,11.48,850,23,11.6
300234065316710,2017-09-17 14:00:00,53.3572114,-39.6668306,12,7,3,11.53,850,25,11.6
300234065316710,2017-09-17 16:00:00,53.351067,-39.6781257,9,7,2,11.51,850,25,11.6
300234065316710,2017-09-17 17:01:00,53.34705,-39.6826503,64,5,3,11.5,850,38,11.6
300234065316710,2017-09-17 18:03:00,53.3427894,-39.6899726,195,5,10,11.51,850,24,11.6
300234065316710,2017-09-17 19:00:00,53.3440704,-39.6969537,28,8,3,11.52,850,26,11.6
300234065316710,2017-09-17 20:00:00,53.3440346,-39.7025645,1,6,1,11.5,850,24,11.8
300234065316710,2017-09-17 22:03:00,53.3458745,-39.7099788,208,8,1,11.49,850,25,11.6
300234065316710,2017-09-17 23:00:00,53.3473309,-39.7070704,1,6,1,11.5,850,19,11.8
300234065316710,2017-09-18 00:00:00,53.3486011,-39.7031643,4,6,2,11.49,850,60,11.6
