Cruise,Subregion,Season,Station,Date,datetime,decimaldate,Latitude,Longitude,degree_bin,CampCN,Z_MLD,Z_XML,Target_Z,PhytoC,sd_PhytoC
AT34,Subpolar,Late Spring,0,5/17/16,2016-05-17T06:05:00Z,2016.375009,54.432,-46.138,54,32,13.01,2.52,300,,
AT34,Subpolar,Late Spring,0,5/17/16,2016-05-17T06:05:00Z,2016.375009,54.432,-46.138,54,32,13.01,2.52,400,,
AT34,Subpolar,Late Spring,0,5/17/16,2016-05-17T06:05:00Z,2016.375009,54.432,-46.138,54,32,13.01,2.52,500,,
AT34,Subpolar,Late Spring,0,5/17/16,2016-05-17T06:05:00Z,2016.375009,54.432,-46.138,54,32,13.01,2.52,750,,
AT34,Subpolar,Late Spring,0,5/17/16,2016-05-17T06:05:00Z,2016.375009,54.432,-46.138,54,32,13.01,2.52,1000,,
AT34,Subpolar,Late Spring,0,5/17/16,2016-05-17T06:05:00Z,2016.375009,54.432,-46.138,54,32,13.01,2.52,1250,,
AT34,Subpolar,Late Spring,0,5/17/16,2016-05-17T06:05:00Z,2016.375009,54.432,-46.138,54,32,13.01,2.52,1500,,
AT34,Subpolar,Late Spring,1,5/18/16,2016-05-18T06:04:00Z,2016.37774,56.336,-46.049,56,35,34.03,10.6,0,,
AT34,Subpolar,Late Spring,1,5/18/16,2016-05-18T06:04:00Z,2016.37774,56.336,-46.049,56,35,34.03,10.6,5,12,
AT34,Subpolar,Late Spring,1,5/18/16,2016-05-18T06:04:00Z,2016.37774,56.336,-46.049,56,35,34.03,10.6,10,,
AT34,Subpolar,Late Spring,1,5/18/16,2016-05-18T06:04:00Z,2016.37774,56.336,-46.049,56,35,34.03,10.6,25,,
AT34,Subpolar,Late Spring,1,5/18/16,2016-05-18T06:04:00Z,2016.37774,56.336,-46.049,56,35,34.03,10.6,34.03,,
AT34,Subpolar,Late Spring,1,5/18/16,2016-05-18T06:04:00Z,2016.37774,56.336,-46.049,56,35,34.03,10.6,50,,
AT34,Subpolar,Late Spring,1,5/18/16,2016-05-18T06:04:00Z,2016.37774,56.336,-46.049,56,35,34.03,10.6,75,,
AT34,Subpolar,Late Spring,1,5/18/16,2016-05-18T06:04:00Z,2016.37774,56.336,-46.049,56,35,34.03,10.6,100,,
AT34,Subpolar,Late Spring,1,5/18/16,2016-05-18T06:04:00Z,2016.37774,56.336,-46.049,56,35,34.03,10.6,109.6,,
AT34,Subpolar,Late Spring,1,5/18/16,2016-05-18T06:04:00Z,2016.37774,56.336,-46.049,56,35,34.03,10.6,150,,
AT34,Subpolar,Late Spring,1,5/18/16,2016-05-18T06:04:00Z,2016.37774,56.336,-46.049,56,35,34.03,10.6,200,,
AT34,Subpolar,Late Spring,1,5/18/16,2016-05-18T06:04:00Z,2016.37774,56.336,-46.049,56,35,34.03,10.6,300,,
AT34,Subpolar,Late Spring,1,5/18/16,2016-05-18T06:04:00Z,2016.37774,56.336,-46.049,56,35,34.03,10.6,400,,
AT34,Subpolar,Late Spring,1,5/18/16,2016-05-18T06:04:00Z,2016.37774,56.336,-46.049,56,35,34.03,10.6,500,,
AT34,Subpolar,Late Spring,1,5/18/16,2016-05-18T06:04:00Z,2016.37774,56.336,-46.049,56,35,34.03,10.6,750,,
AT34,Subpolar,Late Spring,1,5/18/16,2016-05-18T06:04:00Z,2016.37774,56.336,-46.049,56,35,34.03,10.6,1000,,
AT34,Subpolar,Late Spring,1,5/18/16,2016-05-18T06:04:00Z,2016.37774,56.336,-46.049,56,35,34.03,10.6,1250,,
AT34,Subpolar,Late Spring,1,5/18/16,2016-05-18T06:04:00Z,2016.37774,56.336,-46.049,56,35,34.03,10.6,1500,,
AT34,Subpolar,Late Spring,1,5/18/16,2016-05-18T15:10:00Z,2016.378776,56.334,-46.044,56,36,23.02,14.63,0,,
AT34,Subpolar,Late Spring,1,5/18/16,2016-05-18T15:10:00Z,2016.378776,56.334,-46.044,56,36,23.02,14.63,5,,
AT34,Subpolar,Late Spring,1,5/18/16,2016-05-18T15:10:00Z,2016.378776,56.334,-46.044,56,36,23.02,14.63,10,,
AT34,Subpolar,Late Spring,1,5/18/16,2016-05-18T15:10:00Z,2016.378776,56.334,-46.044,56,36,23.02,14.63,23.02,,
AT34,Subpolar,Late Spring,1,5/18/16,2016-05-18T15:10:00Z,2016.378776,56.334,-46.044,56,36,23.02,14.63,25,,
AT34,Subpolar,Late Spring,1,5/18/16,2016-05-18T15:10:00Z,2016.378776,56.334,-46.044,56,36,23.02,14.63,50,,
AT34,Subpolar,Late Spring,1,5/18/16,2016-05-18T15:10:00Z,2016.378776,56.334,-46.044,56,36,23.02,14.63,75,,
AT34,Subpolar,Late Spring,1,5/18/16,2016-05-18T15:10:00Z,2016.378776,56.334,-46.044,56,36,23.02,14.63,100,,
AT34,Subpolar,Late Spring,1,5/18/16,2016-05-18T15:10:00Z,2016.378776,56.334,-46.044,56,36,23.02,14.63,109.6,,
AT34,Subpolar,Late Spring,1,5/18/16,2016-05-18T15:10:00Z,2016.378776,56.334,-46.044,56,36,23.02,14.63,150,,
AT34,Subpolar,Late Spring,1,5/18/16,2016-05-18T15:10:00Z,2016.378776,56.334,-46.044,56,36,23.02,14.63,200,,
AT34,Subpolar,Late Spring,1,5/18/16,2016-05-18T15:10:00Z,2016.378776,56.334,-46.044,56,36,23.02,14.63,300,,
AT34,Subpolar,Late Spring,1,5/18/16,2016-05-18T15:10:00Z,2016.378776,56.334,-46.044,56,36,23.02,14.63,400,,
AT34,Subpolar,Late Spring,1,5/18/16,2016-05-18T15:10:00Z,2016.378776,56.334,-46.044,56,36,23.02,14.63,500,,
AT34,Subpolar,Late Spring,1,5/18/16,2016-05-18T15:10:00Z,2016.378776,56.334,-46.044,56,36,23.02,14.63,750,,
AT34,Subpolar,Late Spring,1,5/18/16,2016-05-18T15:10:00Z,2016.378776,56.334,-46.044,56,36,23.02,14.63,1000,,
AT34,Subpolar,Late Spring,1,5/18/16,2016-05-18T15:10:00Z,2016.378776,56.334,-46.044,56,36,23.02,14.63,1250,,
AT34,Subpolar,Late Spring,1,5/18/16,2016-05-18T15:10:00Z,2016.378776,56.334,-46.044,56,36,23.02,14.63,1500,,
AT34,Subpolar,Late Spring,2,5/20/16,2016-05-20T06:10:00Z,2016.383216,53.551,-42.259,54,41,23.02,21.69,0,,
AT34,Subpolar,Late Spring,2,5/20/16,2016-05-20T06:10:00Z,2016.383216,53.551,-42.259,54,41,23.02,21.69,5,22.6,
AT34,Subpolar,Late Spring,2,5/20/16,2016-05-20T06:10:00Z,2016.383216,53.551,-42.259,54,41,23.02,21.69,10,,
AT34,Subpolar,Late Spring,2,5/20/16,2016-05-20T06:10:00Z,2016.383216,53.551,-42.259,54,41,23.02,21.69,23.02,,
AT34,Subpolar,Late Spring,2,5/20/16,2016-05-20T06:10:00Z,2016.383216,53.551,-42.259,54,41,23.02,21.69,25,,
AT34,Subpolar,Late Spring,2,5/20/16,2016-05-20T06:10:00Z,2016.383216,53.551,-42.259,54,41,23.02,21.69,50,,
AT34,Subpolar,Late Spring,2,5/20/16,2016-05-20T06:10:00Z,2016.383216,53.551,-42.259,54,41,23.02,21.69,75,,
AT34,Subpolar,Late Spring,2,5/20/16,2016-05-20T06:10:00Z,2016.383216,53.551,-42.259,54,41,23.02,21.69,100,,
AT34,Subpolar,Late Spring,2,5/20/16,2016-05-20T06:10:00Z,2016.383216,53.551,-42.259,54,41,23.02,21.69,150,,
AT34,Subpolar,Late Spring,2,5/20/16,2016-05-20T06:10:00Z,2016.383216,53.551,-42.259,54,41,23.02,21.69,200,,
AT34,Subpolar,Late Spring,2,5/20/16,2016-05-20T06:10:00Z,2016.383216,53.551,-42.259,54,41,23.02,21.69,222.7,,
AT34,Subpolar,Late Spring,2,5/20/16,2016-05-20T06:10:00Z,2016.383216,53.551,-42.259,54,41,23.02,21.69,300,,
AT34,Subpolar,Late Spring,2,5/20/16,2016-05-20T06:10:00Z,2016.383216,53.551,-42.259,54,41,23.02,21.69,400,,
AT34,Subpolar,Late Spring,2,5/20/16,2016-05-20T06:10:00Z,2016.383216,53.551,-42.259,54,41,23.02,21.69,500,,
AT34,Subpolar,Late Spring,2,5/20/16,2016-05-20T06:10:00Z,2016.383216,53.551,-42.259,54,41,23.02,21.69,750,,
AT34,Subpolar,Late Spring,2,5/20/16,2016-05-20T06:10:00Z,2016.383216,53.551,-42.259,54,41,23.02,21.69,1000,,
AT34,Subpolar,Late Spring,2,5/20/16,2016-05-20T06:10:00Z,2016.383216,53.551,-42.259,54,41,23.02,21.69,1250,,
AT34,Subpolar,Late Spring,2,5/20/16,2016-05-20T06:10:00Z,2016.383216,53.551,-42.259,54,41,23.02,21.69,1500,,
AT34,Subpolar,Late Spring,2,5/20/16,2016-05-20T15:08:00Z,2016.384236,53.535,-42.24,54,42,27.02,22.7,0,,
AT34,Subpolar,Late Spring,2,5/20/16,2016-05-20T15:08:00Z,2016.384236,53.535,-42.24,54,42,27.02,22.7,5,,
AT34,Subpolar,Late Spring,2,5/20/16,2016-05-20T15:08:00Z,2016.384236,53.535,-42.24,54,42,27.02,22.7,10,,
AT34,Subpolar,Late Spring,2,5/20/16,2016-05-20T15:08:00Z,2016.384236,53.535,-42.24,54,42,27.02,22.7,25,,
AT34,Subpolar,Late Spring,2,5/20/16,2016-05-20T15:08:00Z,2016.384236,53.535,-42.24,54,42,27.02,22.7,27.02,,
AT34,Subpolar,Late Spring,2,5/20/16,2016-05-20T15:08:00Z,2016.384236,53.535,-42.24,54,42,27.02,22.7,50,,
AT34,Subpolar,Late Spring,2,5/20/16,2016-05-20T15:08:00Z,2016.384236,53.535,-42.24,54,42,27.02,22.7,75,,
AT34,Subpolar,Late Spring,2,5/20/16,2016-05-20T15:08:00Z,2016.384236,53.535,-42.24,54,42,27.02,22.7,100,,
AT34,Subpolar,Late Spring,2,5/20/16,2016-05-20T15:08:00Z,2016.384236,53.535,-42.24,54,42,27.02,22.7,150,,
AT34,Subpolar,Late Spring,2,5/20/16,2016-05-20T15:08:00Z,2016.384236,53.535,-42.24,54,42,27.02,22.7,200,,
AT34,Subpolar,Late Spring,2,5/20/16,2016-05-20T15:08:00Z,2016.384236,53.535,-42.24,54,42,27.02,22.7,222.7,,
AT34,Subpolar,Late Spring,2,5/20/16,2016-05-20T15:08:00Z,2016.384236,53.535,-42.24,54,42,27.02,22.7,300,,
AT34,Subpolar,Late Spring,2,5/20/16,2016-05-20T15:08:00Z,2016.384236,53.535,-42.24,54,42,27.02,22.7,400,,
AT34,Subpolar,Late Spring,2,5/20/16,2016-05-20T15:08:00Z,2016.384236,53.535,-42.24,54,42,27.02,22.7,500,,
AT34,Subpolar,Late Spring,2,5/20/16,2016-05-20T15:08:00Z,2016.384236,53.535,-42.24,54,42,27.02,22.7,750,,
AT34,Subpolar,Late Spring,2,5/20/16,2016-05-20T15:08:00Z,2016.384236,53.535,-42.24,54,42,27.02,22.7,1000,,
AT34,Subpolar,Late Spring,2,5/20/16,2016-05-20T15:08:00Z,2016.384236,53.535,-42.24,54,42,27.02,22.7,1250,,
AT34,Subpolar,Late Spring,2,5/20/16,2016-05-20T15:08:00Z,2016.384236,53.535,-42.24,54,42,27.02,22.7,1500,,
AT34,Temperate,Late Spring,3,5/22/16,2016-05-22T06:03:00Z,2016.388667,50.208,-43.846,50,47,9,7.57,0,,
AT34,Temperate,Late Spring,3,5/22/16,2016-05-22T06:03:00Z,2016.388667,50.208,-43.846,50,47,9,7.57,5,12.5,
AT34,Temperate,Late Spring,3,5/22/16,2016-05-22T06:03:00Z,2016.388667,50.208,-43.846,50,47,9,7.57,9,,
AT34,Temperate,Late Spring,3,5/22/16,2016-05-22T06:03:00Z,2016.388667,50.208,-43.846,50,47,9,7.57,10,,
AT34,Temperate,Late Spring,3,5/22/16,2016-05-22T06:03:00Z,2016.388667,50.208,-43.846,50,47,9,7.57,25,,
AT34,Temperate,Late Spring,3,5/22/16,2016-05-22T06:03:00Z,2016.388667,50.208,-43.846,50,47,9,7.57,50,,
AT34,Temperate,Late Spring,3,5/22/16,2016-05-22T06:03:00Z,2016.388667,50.208,-43.846,50,47,9,7.57,75,,
AT34,Temperate,Late Spring,3,5/22/16,2016-05-22T06:03:00Z,2016.388667,50.208,-43.846,50,47,9,7.57,100,,
AT34,Temperate,Late Spring,3,5/22/16,2016-05-22T06:03:00Z,2016.388667,50.208,-43.846,50,47,9,7.57,150,,
AT34,Temperate,Late Spring,3,5/22/16,2016-05-22T06:03:00Z,2016.388667,50.208,-43.846,50,47,9,7.57,200,,
AT34,Temperate,Late Spring,3,5/22/16,2016-05-22T06:03:00Z,2016.388667,50.208,-43.846,50,47,9,7.57,300,,
AT34,Temperate,Late Spring,3,5/22/16,2016-05-22T06:03:00Z,2016.388667,50.208,-43.846,50,47,9,7.57,400,,
AT34,Temperate,Late Spring,3,5/22/16,2016-05-22T06:03:00Z,2016.388667,50.208,-43.846,50,47,9,7.57,406,,
AT34,Temperate,Late Spring,3,5/22/16,2016-05-22T06:03:00Z,2016.388667,50.208,-43.846,50,47,9,7.57,500,,
AT34,Temperate,Late Spring,3,5/22/16,2016-05-22T06:03:00Z,2016.388667,50.208,-43.846,50,47,9,7.57,750,,
AT34,Temperate,Late Spring,3,5/22/16,2016-05-22T06:03:00Z,2016.388667,50.208,-43.846,50,47,9,7.57,1000,,
AT34,Temperate,Late Spring,3,5/22/16,2016-05-22T06:03:00Z,2016.388667,50.208,-43.846,50,47,9,7.57,1250,,
AT34,Temperate,Late Spring,3,5/22/16,2016-05-22T06:03:00Z,2016.388667,50.208,-43.846,50,47,9,7.57,1500,,
AT34,Temperate,Late Spring,3,5/22/16,2016-05-22T14:41:00Z,2016.38965,50.01,-43.908,50,48,12.01,7.57,0,,
AT34,Temperate,Late Spring,3,5/22/16,2016-05-22T14:41:00Z,2016.38965,50.01,-43.908,50,48,12.01,7.57,5,16.1,
AT34,Temperate,Late Spring,3,5/22/16,2016-05-22T14:41:00Z,2016.38965,50.01,-43.908,50,48,12.01,7.57,10,,
AT34,Temperate,Late Spring,3,5/22/16,2016-05-22T14:41:00Z,2016.38965,50.01,-43.908,50,48,12.01,7.57,12.01,,
AT34,Temperate,Late Spring,3,5/22/16,2016-05-22T14:41:00Z,2016.38965,50.01,-43.908,50,48,12.01,7.57,25,,
AT34,Temperate,Late Spring,3,5/22/16,2016-05-22T14:41:00Z,2016.38965,50.01,-43.908,50,48,12.01,7.57,50,,
AT34,Temperate,Late Spring,3,5/22/16,2016-05-22T14:41:00Z,2016.38965,50.01,-43.908,50,48,12.01,7.57,75,,
AT34,Temperate,Late Spring,3,5/22/16,2016-05-22T14:41:00Z,2016.38965,50.01,-43.908,50,48,12.01,7.57,100,,
AT34,Temperate,Late Spring,3,5/22/16,2016-05-22T14:41:00Z,2016.38965,50.01,-43.908,50,48,12.01,7.57,150,,
AT34,Temperate,Late Spring,3,5/22/16,2016-05-22T14:41:00Z,2016.38965,50.01,-43.908,50,48,12.01,7.57,200,,
AT34,Temperate,Late Spring,3,5/22/16,2016-05-22T14:41:00Z,2016.38965,50.01,-43.908,50,48,12.01,7.57,300,,
AT34,Temperate,Late Spring,3,5/22/16,2016-05-22T14:41:00Z,2016.38965,50.01,-43.908,50,48,12.01,7.57,400,,
AT34,Temperate,Late Spring,3,5/22/16,2016-05-22T14:41:00Z,2016.38965,50.01,-43.908,50,48,12.01,7.57,406,,
AT34,Temperate,Late Spring,3,5/22/16,2016-05-22T14:41:00Z,2016.38965,50.01,-43.908,50,48,12.01,7.57,500,,
AT34,Temperate,Late Spring,3,5/22/16,2016-05-22T14:41:00Z,2016.38965,50.01,-43.908,50,48,12.01,7.57,750,,
AT34,Temperate,Late Spring,3,5/22/16,2016-05-22T14:41:00Z,2016.38965,50.01,-43.908,50,48,12.01,7.57,1000,,
AT34,Temperate,Late Spring,3,5/22/16,2016-05-22T14:41:00Z,2016.38965,50.01,-43.908,50,48,12.01,7.57,1250,,
AT34,Temperate,Late Spring,3,5/22/16,2016-05-22T14:41:00Z,2016.38965,50.01,-43.908,50,48,12.01,7.57,1500,,
AT34,Subtropical,Late Spring,4,5/24/16,2016-05-24T06:10:00Z,2016.394145,47.668,-39.163,48,52,231.06,232.57,0,,
AT34,Subtropical,Late Spring,4,5/24/16,2016-05-24T06:10:00Z,2016.394145,47.668,-39.163,48,52,231.06,232.57,5,7.5,
AT34,Subtropical,Late Spring,4,5/24/16,2016-05-24T06:10:00Z,2016.394145,47.668,-39.163,48,52,231.06,232.57,10,,
AT34,Subtropical,Late Spring,4,5/24/16,2016-05-24T06:10:00Z,2016.394145,47.668,-39.163,48,52,231.06,232.57,25,7.6,
AT34,Subtropical,Late Spring,4,5/24/16,2016-05-24T06:10:00Z,2016.394145,47.668,-39.163,48,52,231.06,232.57,50,7.7,
AT34,Subtropical,Late Spring,4,5/24/16,2016-05-24T06:10:00Z,2016.394145,47.668,-39.163,48,52,231.06,232.57,75,7.6,
AT34,Subtropical,Late Spring,4,5/24/16,2016-05-24T06:10:00Z,2016.394145,47.668,-39.163,48,52,231.06,232.57,100,7.6,
AT34,Subtropical,Late Spring,4,5/24/16,2016-05-24T06:10:00Z,2016.394145,47.668,-39.163,48,52,231.06,232.57,150,8.5,
AT34,Subtropical,Late Spring,4,5/24/16,2016-05-24T06:10:00Z,2016.394145,47.668,-39.163,48,52,231.06,232.57,200,8.3,
AT34,Subtropical,Late Spring,4,5/24/16,2016-05-24T06:10:00Z,2016.394145,47.668,-39.163,48,52,231.06,232.57,231.06,,
AT34,Subtropical,Late Spring,4,5/24/16,2016-05-24T06:10:00Z,2016.394145,47.668,-39.163,48,52,231.06,232.57,300,,
AT34,Subtropical,Late Spring,4,5/24/16,2016-05-24T06:10:00Z,2016.394145,47.668,-39.163,48,52,231.06,232.57,400,,
AT34,Subtropical,Late Spring,4,5/24/16,2016-05-24T06:10:00Z,2016.394145,47.668,-39.163,48,52,231.06,232.57,500,,
AT34,Subtropical,Late Spring,4,5/24/16,2016-05-24T06:10:00Z,2016.394145,47.668,-39.163,48,52,231.06,232.57,508,,
AT34,Subtropical,Late Spring,4,5/24/16,2016-05-24T06:10:00Z,2016.394145,47.668,-39.163,48,52,231.06,232.57,750,,
AT34,Subtropical,Late Spring,4,5/24/16,2016-05-24T06:10:00Z,2016.394145,47.668,-39.163,48,52,231.06,232.57,1000,,
AT34,Subtropical,Late Spring,4,5/24/16,2016-05-24T06:10:00Z,2016.394145,47.668,-39.163,48,52,231.06,232.57,1250,,
AT34,Subtropical,Late Spring,4,5/24/16,2016-05-24T06:10:00Z,2016.394145,47.668,-39.163,48,52,231.06,232.57,1500,,
AT34,Subtropical,Late Spring,4,5/24/16,2016-05-24T15:30:00Z,2016.395207,47.625,-39.053,48,53,233.06,232.57,0,,
AT34,Subtropical,Late Spring,4,5/24/16,2016-05-24T15:30:00Z,2016.395207,47.625,-39.053,48,53,233.06,232.57,5,8.1,
AT34,Subtropical,Late Spring,4,5/24/16,2016-05-24T15:30:00Z,2016.395207,47.625,-39.053,48,53,233.06,232.57,10,,
AT34,Subtropical,Late Spring,4,5/24/16,2016-05-24T15:30:00Z,2016.395207,47.625,-39.053,48,53,233.06,232.57,25,7.7,
AT34,Subtropical,Late Spring,4,5/24/16,2016-05-24T15:30:00Z,2016.395207,47.625,-39.053,48,53,233.06,232.57,27,7,
AT34,Subtropical,Late Spring,4,5/24/16,2016-05-24T15:30:00Z,2016.395207,47.625,-39.053,48,53,233.06,232.57,50,7.5,
AT34,Subtropical,Late Spring,4,5/24/16,2016-05-24T15:30:00Z,2016.395207,47.625,-39.053,48,53,233.06,232.57,75,7,
AT34,Subtropical,Late Spring,4,5/24/16,2016-05-24T15:30:00Z,2016.395207,47.625,-39.053,48,53,233.06,232.57,100,7.8,
AT34,Subtropical,Late Spring,4,5/24/16,2016-05-24T15:30:00Z,2016.395207,47.625,-39.053,48,53,233.06,232.57,150,7.7,
AT34,Subtropical,Late Spring,4,5/24/16,2016-05-24T15:30:00Z,2016.395207,47.625,-39.053,48,53,233.06,232.57,200,,
AT34,Subtropical,Late Spring,4,5/24/16,2016-05-24T15:30:00Z,2016.395207,47.625,-39.053,48,53,233.06,232.57,233.06,,
AT34,Subtropical,Late Spring,4,5/24/16,2016-05-24T15:30:00Z,2016.395207,47.625,-39.053,48,53,233.06,232.57,300,,
AT34,Subtropical,Late Spring,4,5/24/16,2016-05-24T15:30:00Z,2016.395207,47.625,-39.053,48,53,233.06,232.57,400,,
AT34,Subtropical,Late Spring,4,5/24/16,2016-05-24T15:30:00Z,2016.395207,47.625,-39.053,48,53,233.06,232.57,500,,
AT34,Subtropical,Late Spring,4,5/24/16,2016-05-24T15:30:00Z,2016.395207,47.625,-39.053,48,53,233.06,232.57,508,,
AT34,Subtropical,Late Spring,4,5/24/16,2016-05-24T15:30:00Z,2016.395207,47.625,-39.053,48,53,233.06,232.57,750,,
AT34,Subtropical,Late Spring,4,5/24/16,2016-05-24T15:30:00Z,2016.395207,47.625,-39.053,48,53,233.06,232.57,1000,,
AT34,Subtropical,Late Spring,4,5/24/16,2016-05-24T15:30:00Z,2016.395207,47.625,-39.053,48,53,233.06,232.57,1250,,
AT34,Subtropical,Late Spring,4,5/24/16,2016-05-24T15:30:00Z,2016.395207,47.625,-39.053,48,53,233.06,232.57,1500,,
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T06:05:00Z,2016.396867,47.58,-38.848,48,56,241.06,241.66,0,,
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T06:05:00Z,2016.396867,47.58,-38.848,48,56,241.06,241.66,5,23.1,5
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T06:05:00Z,2016.396867,47.58,-38.848,48,56,241.06,241.66,10,,
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T06:05:00Z,2016.396867,47.58,-38.848,48,56,241.06,241.66,25,13.7,25
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T06:05:00Z,2016.396867,47.58,-38.848,48,56,241.06,241.66,50,13.6,50
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T06:05:00Z,2016.396867,47.58,-38.848,48,56,241.06,241.66,75,12,75
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T06:05:00Z,2016.396867,47.58,-38.848,48,56,241.06,241.66,100,6.3,100
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T06:05:00Z,2016.396867,47.58,-38.848,48,56,241.06,241.66,150,6.3,150
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T06:05:00Z,2016.396867,47.58,-38.848,48,56,241.06,241.66,200,6.5,200
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T06:05:00Z,2016.396867,47.58,-38.848,48,56,241.06,241.66,241.06,,
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T06:05:00Z,2016.396867,47.58,-38.848,48,56,241.06,241.66,300,,
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T06:05:00Z,2016.396867,47.58,-38.848,48,56,241.06,241.66,400,,
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T06:05:00Z,2016.396867,47.58,-38.848,48,56,241.06,241.66,500,,
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T06:05:00Z,2016.396867,47.58,-38.848,48,56,241.06,241.66,508,,
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T06:05:00Z,2016.396867,47.58,-38.848,48,56,241.06,241.66,750,,
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T06:05:00Z,2016.396867,47.58,-38.848,48,56,241.06,241.66,1000,,
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T06:05:00Z,2016.396867,47.58,-38.848,48,56,241.06,241.66,1250,,
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T06:05:00Z,2016.396867,47.58,-38.848,48,56,241.06,241.66,1500,,
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T15:12:00Z,2016.397905,47.515,-38.798,48,57,5,-999,0,,
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T15:12:00Z,2016.397905,47.515,-38.798,48,57,5,-999,5,12,
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T15:12:00Z,2016.397905,47.515,-38.798,48,57,5,-999,10,11.2,
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T15:12:00Z,2016.397905,47.515,-38.798,48,57,5,-999,25,10.5,
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T15:12:00Z,2016.397905,47.515,-38.798,48,57,5,-999,50,10.1,
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T15:12:00Z,2016.397905,47.515,-38.798,48,57,5,-999,75,7.1,
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T15:12:00Z,2016.397905,47.515,-38.798,48,57,5,-999,100,6.6,
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T15:12:00Z,2016.397905,47.515,-38.798,48,57,5,-999,150,5.6,
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T15:12:00Z,2016.397905,47.515,-38.798,48,57,5,-999,200,5.8,
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T15:12:00Z,2016.397905,47.515,-38.798,48,57,5,-999,250,,
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T15:12:00Z,2016.397905,47.515,-38.798,48,57,5,-999,300,,
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T15:12:00Z,2016.397905,47.515,-38.798,48,57,5,-999,400,,
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T15:12:00Z,2016.397905,47.515,-38.798,48,57,5,-999,508,,
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T20:05:00Z,2016.398461,47.462,-38.776,48,58,5,-999,0,,
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T20:05:00Z,2016.398461,47.462,-38.776,48,58,5,-999,5,19,
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T20:05:00Z,2016.398461,47.462,-38.776,48,58,5,-999,10,14.2,
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T20:05:00Z,2016.398461,47.462,-38.776,48,58,5,-999,25,11.2,
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T20:05:00Z,2016.398461,47.462,-38.776,48,58,5,-999,50,8.5,
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T20:05:00Z,2016.398461,47.462,-38.776,48,58,5,-999,75,5.5,
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T20:05:00Z,2016.398461,47.462,-38.776,48,58,5,-999,100,4.6,
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T20:05:00Z,2016.398461,47.462,-38.776,48,58,5,-999,150,4.3,
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T20:05:00Z,2016.398461,47.462,-38.776,48,58,5,-999,200,4.2,
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T20:05:00Z,2016.398461,47.462,-38.776,48,58,5,-999,250,4.2,
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T20:05:00Z,2016.398461,47.462,-38.776,48,58,5,-999,300,,
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T20:05:00Z,2016.398461,47.462,-38.776,48,58,5,-999,400,,
AT34,Subtropical,Late Spring,4,5/25/16,2016-05-25T20:05:00Z,2016.398461,47.462,-38.776,48,58,5,-999,508,,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T06:09:00Z,2016.399607,47.392,-38.707,48,61,5,-999,0,,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T06:09:00Z,2016.399607,47.392,-38.707,48,61,5,-999,5,27.5,
