Cruise,Subregion,Season,Station,Date,datetime,decimaldate,Latitude,Longitude,degree_bin,CampCN,Z_MLD,Z_XML,Target_Z,PhytoC,sd_PhytoC
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T06:09:00Z,2016.399607,47.392,-38.707,48,61,5,-999,10,24.9,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T06:09:00Z,2016.399607,47.392,-38.707,48,61,5,-999,25,26.8,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T06:09:00Z,2016.399607,47.392,-38.707,48,61,5,-999,50,17.7,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T06:09:00Z,2016.399607,47.392,-38.707,48,61,5,-999,75,16.1,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T06:09:00Z,2016.399607,47.392,-38.707,48,61,5,-999,100,10.8,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T06:09:00Z,2016.399607,47.392,-38.707,48,61,5,-999,150,5.4,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T06:09:00Z,2016.399607,47.392,-38.707,48,61,5,-999,200,6.2,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T06:09:00Z,2016.399607,47.392,-38.707,48,61,5,-999,300,,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T06:09:00Z,2016.399607,47.392,-38.707,48,61,5,-999,336,,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T06:09:00Z,2016.399607,47.392,-38.707,48,61,5,-999,400,,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T06:09:00Z,2016.399607,47.392,-38.707,48,61,5,-999,500,,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T06:09:00Z,2016.399607,47.392,-38.707,48,61,5,-999,750,,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T06:09:00Z,2016.399607,47.392,-38.707,48,61,5,-999,1000,,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T06:09:00Z,2016.399607,47.392,-38.707,48,61,5,-999,1250,,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T06:09:00Z,2016.399607,47.392,-38.707,48,61,5,-999,1500,,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T16:35:00Z,2016.400795,47.36,-38.557,48,62,5,-999,0,,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T16:35:00Z,2016.400795,47.36,-38.557,48,62,5,-999,5,22.3,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T16:35:00Z,2016.400795,47.36,-38.557,48,62,5,-999,10,22.3,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T16:35:00Z,2016.400795,47.36,-38.557,48,62,5,-999,25,11.5,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T16:35:00Z,2016.400795,47.36,-38.557,48,62,5,-999,50,6.9,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T16:35:00Z,2016.400795,47.36,-38.557,48,62,5,-999,75,6.2,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T16:35:00Z,2016.400795,47.36,-38.557,48,62,5,-999,100,5.9,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T16:35:00Z,2016.400795,47.36,-38.557,48,62,5,-999,150,5.3,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T16:35:00Z,2016.400795,47.36,-38.557,48,62,5,-999,200,3.95,0.777817459
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T16:35:00Z,2016.400795,47.36,-38.557,48,62,5,-999,250,5.4,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T16:35:00Z,2016.400795,47.36,-38.557,48,62,5,-999,300,,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T16:35:00Z,2016.400795,47.36,-38.557,48,62,5,-999,336,,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T16:35:00Z,2016.400795,47.36,-38.557,48,62,5,-999,400,,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T22:02:00Z,2016.401415,47.331,-38.514,48,63,17,15.63,0,,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T22:02:00Z,2016.401415,47.331,-38.514,48,63,17,15.63,5,,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T22:02:00Z,2016.401415,47.331,-38.514,48,63,17,15.63,10,,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T22:02:00Z,2016.401415,47.331,-38.514,48,63,17,15.63,17,,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T22:02:00Z,2016.401415,47.331,-38.514,48,63,17,15.63,25,,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T22:02:00Z,2016.401415,47.331,-38.514,48,63,17,15.63,50,,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T22:02:00Z,2016.401415,47.331,-38.514,48,63,17,15.63,75,,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T22:02:00Z,2016.401415,47.331,-38.514,48,63,17,15.63,100,,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T22:02:00Z,2016.401415,47.331,-38.514,48,63,17,15.63,150,,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T22:02:00Z,2016.401415,47.331,-38.514,48,63,17,15.63,200,,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T22:02:00Z,2016.401415,47.331,-38.514,48,63,17,15.63,250,,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T22:02:00Z,2016.401415,47.331,-38.514,48,63,17,15.63,300,,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T22:02:00Z,2016.401415,47.331,-38.514,48,63,17,15.63,336,,
AT34,Subtropical,Late Spring,4,5/26/16,2016-05-26T22:02:00Z,2016.401415,47.331,-38.514,48,63,17,15.63,400,,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T06:07:00Z,2016.402336,47.333,-38.285,48,66,16,14.62,0,,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T06:07:00Z,2016.402336,47.333,-38.285,48,66,16,14.62,5,53.7,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T06:07:00Z,2016.402336,47.333,-38.285,48,66,16,14.62,10,52.2,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T06:07:00Z,2016.402336,47.333,-38.285,48,66,16,14.62,16,,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T06:07:00Z,2016.402336,47.333,-38.285,48,66,16,14.62,25,43.8,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T06:07:00Z,2016.402336,47.333,-38.285,48,66,16,14.62,50,12.5,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T06:07:00Z,2016.402336,47.333,-38.285,48,66,16,14.62,75,6.7,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T06:07:00Z,2016.402336,47.333,-38.285,48,66,16,14.62,100,4.8,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T06:07:00Z,2016.402336,47.333,-38.285,48,66,16,14.62,150,5.7,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T06:07:00Z,2016.402336,47.333,-38.285,48,66,16,14.62,200,4.9,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T06:07:00Z,2016.402336,47.333,-38.285,48,66,16,14.62,300,,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T06:07:00Z,2016.402336,47.333,-38.285,48,66,16,14.62,336,,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T06:07:00Z,2016.402336,47.333,-38.285,48,66,16,14.62,400,,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T06:07:00Z,2016.402336,47.333,-38.285,48,66,16,14.62,500,,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T06:07:00Z,2016.402336,47.333,-38.285,48,66,16,14.62,750,,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T06:07:00Z,2016.402336,47.333,-38.285,48,66,16,14.62,1000,,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T06:07:00Z,2016.402336,47.333,-38.285,48,66,16,14.62,1250,,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T06:07:00Z,2016.402336,47.333,-38.285,48,66,16,14.62,1500,,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T14:56:00Z,2016.403339,47.218,-38.206,48,67,6,-999,0,,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T14:56:00Z,2016.403339,47.218,-38.206,48,67,6,-999,5,42.8,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T14:56:00Z,2016.403339,47.218,-38.206,48,67,6,-999,6,,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T14:56:00Z,2016.403339,47.218,-38.206,48,67,6,-999,10,39.2,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T14:56:00Z,2016.403339,47.218,-38.206,48,67,6,-999,25,19.1,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T14:56:00Z,2016.403339,47.218,-38.206,48,67,6,-999,50,7.3,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T14:56:00Z,2016.403339,47.218,-38.206,48,67,6,-999,75,6.3,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T14:56:00Z,2016.403339,47.218,-38.206,48,67,6,-999,100,4.4,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T14:56:00Z,2016.403339,47.218,-38.206,48,67,6,-999,150,4.8,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T14:56:00Z,2016.403339,47.218,-38.206,48,67,6,-999,200,5.4,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T14:56:00Z,2016.403339,47.218,-38.206,48,67,6,-999,250,4.9,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T14:56:00Z,2016.403339,47.218,-38.206,48,67,6,-999,300,,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T14:56:00Z,2016.403339,47.218,-38.206,48,67,6,-999,336,,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T14:56:00Z,2016.403339,47.218,-38.206,48,67,6,-999,400,,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T20:16:00Z,2016.403947,47.214,-38.217,48,68,25,22.69,0,,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T20:16:00Z,2016.403947,47.214,-38.217,48,68,25,22.69,5,,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T20:16:00Z,2016.403947,47.214,-38.217,48,68,25,22.69,10,,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T20:16:00Z,2016.403947,47.214,-38.217,48,68,25,22.69,25,,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T20:16:00Z,2016.403947,47.214,-38.217,48,68,25,22.69,50,,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T20:16:00Z,2016.403947,47.214,-38.217,48,68,25,22.69,75,,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T20:16:00Z,2016.403947,47.214,-38.217,48,68,25,22.69,100,,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T20:16:00Z,2016.403947,47.214,-38.217,48,68,25,22.69,150,,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T20:16:00Z,2016.403947,47.214,-38.217,48,68,25,22.69,200,,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T20:16:00Z,2016.403947,47.214,-38.217,48,68,25,22.69,250,,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T20:16:00Z,2016.403947,47.214,-38.217,48,68,25,22.69,300,,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T20:16:00Z,2016.403947,47.214,-38.217,48,68,25,22.69,336,,
AT34,Subtropical,Late Spring,4,5/27/16,2016-05-27T20:16:00Z,2016.403947,47.214,-38.217,48,68,25,22.69,400,,
AT34,Subtropical,Late Spring,5,5/29/16,2016-05-29T06:07:00Z,2016.4078,44.076,-43.684,44,71,34,30.75,0,,
AT34,Subtropical,Late Spring,5,5/29/16,2016-05-29T06:07:00Z,2016.4078,44.076,-43.684,44,71,34,30.75,5,33.8,
AT34,Subtropical,Late Spring,5,5/29/16,2016-05-29T06:07:00Z,2016.4078,44.076,-43.684,44,71,34,30.75,10,,
AT34,Subtropical,Late Spring,5,5/29/16,2016-05-29T06:07:00Z,2016.4078,44.076,-43.684,44,71,34,30.75,25,,
AT34,Subtropical,Late Spring,5,5/29/16,2016-05-29T06:07:00Z,2016.4078,44.076,-43.684,44,71,34,30.75,34,,
AT34,Subtropical,Late Spring,5,5/29/16,2016-05-29T06:07:00Z,2016.4078,44.076,-43.684,44,71,34,30.75,50,,
AT34,Subtropical,Late Spring,5,5/29/16,2016-05-29T06:07:00Z,2016.4078,44.076,-43.684,44,71,34,30.75,75,,
AT34,Subtropical,Late Spring,5,5/29/16,2016-05-29T06:07:00Z,2016.4078,44.076,-43.684,44,71,34,30.75,100,,
AT34,Subtropical,Late Spring,5,5/29/16,2016-05-29T06:07:00Z,2016.4078,44.076,-43.684,44,71,34,30.75,150,,
AT34,Subtropical,Late Spring,5,5/29/16,2016-05-29T06:07:00Z,2016.4078,44.076,-43.684,44,71,34,30.75,200,,
AT34,Subtropical,Late Spring,5,5/29/16,2016-05-29T06:07:00Z,2016.4078,44.076,-43.684,44,71,34,30.75,300,,
AT34,Subtropical,Late Spring,5,5/29/16,2016-05-29T06:07:00Z,2016.4078,44.076,-43.684,44,71,34,30.75,368,,
AT34,Subtropical,Late Spring,5,5/29/16,2016-05-29T06:07:00Z,2016.4078,44.076,-43.684,44,71,34,30.75,400,,
AT34,Subtropical,Late Spring,5,5/29/16,2016-05-29T06:07:00Z,2016.4078,44.076,-43.684,44,71,34,30.75,500,,
AT34,Subtropical,Late Spring,5,5/29/16,2016-05-29T06:07:00Z,2016.4078,44.076,-43.684,44,71,34,30.75,750,,
AT34,Subtropical,Late Spring,5,5/29/16,2016-05-29T06:07:00Z,2016.4078,44.076,-43.684,44,71,34,30.75,1000,,
AT34,Subtropical,Late Spring,5,5/29/16,2016-05-29T06:07:00Z,2016.4078,44.076,-43.684,44,71,34,30.75,1250,,
AT34,Subtropical,Late Spring,5,5/29/16,2016-05-29T06:07:00Z,2016.4078,44.076,-43.684,44,71,34,30.75,1500,,
AT34,Subtropical,Late Spring,5,5/29/16,2016-05-29T15:07:00Z,2016.408825,44.218,-43.486,44,72,20,18.65,0,,
AT34,Subtropical,Late Spring,5,5/29/16,2016-05-29T15:07:00Z,2016.408825,44.218,-43.486,44,72,20,18.65,5,,
AT34,Subtropical,Late Spring,5,5/29/16,2016-05-29T15:07:00Z,2016.408825,44.218,-43.486,44,72,20,18.65,10,,
AT34,Subtropical,Late Spring,5,5/29/16,2016-05-29T15:07:00Z,2016.408825,44.218,-43.486,44,72,20,18.65,20,,
AT34,Subtropical,Late Spring,5,5/29/16,2016-05-29T15:07:00Z,2016.408825,44.218,-43.486,44,72,20,18.65,25,,
AT34,Subtropical,Late Spring,5,5/29/16,2016-05-29T15:07:00Z,2016.408825,44.218,-43.486,44,72,20,18.65,50,,
AT34,Subtropical,Late Spring,5,5/29/16,2016-05-29T15:07:00Z,2016.408825,44.218,-43.486,44,72,20,18.65,75,,
AT34,Subtropical,Late Spring,5,5/29/16,2016-05-29T15:07:00Z,2016.408825,44.218,-43.486,44,72,20,18.65,100,,
AT34,Subtropical,Late Spring,5,5/29/16,2016-05-29T15:07:00Z,2016.408825,44.218,-43.486,44,72,20,18.65,150,,
AT34,Subtropical,Late Spring,5,5/29/16,2016-05-29T15:07:00Z,2016.408825,44.218,-43.486,44,72,20,18.65,200,,
AT34,Subtropical,Late Spring,5,5/29/16,2016-05-29T15:07:00Z,2016.408825,44.218,-43.486,44,72,20,18.65,300,,
AT34,Subtropical,Late Spring,5,5/29/16,2016-05-29T15:07:00Z,2016.408825,44.218,-43.486,44,72,20,18.65,368,,
AT34,Subtropical,Late Spring,5,5/29/16,2016-05-29T15:07:00Z,2016.408825,44.218,-43.486,44,72,20,18.65,400,,
AT34,Subtropical,Late Spring,5,5/29/16,2016-05-29T15:07:00Z,2016.408825,44.218,-43.486,44,72,20,18.65,500,,
AT34,Subtropical,Late Spring,5,5/29/16,2016-05-29T15:07:00Z,2016.408825,44.218,-43.486,44,72,20,18.65,750,,
AT34,Subtropical,Late Spring,5,5/29/16,2016-05-29T15:07:00Z,2016.408825,44.218,-43.486,44,72,20,18.65,1000,,
AT34,Subtropical,Late Spring,5,5/29/16,2016-05-29T15:07:00Z,2016.408825,44.218,-43.486,44,72,20,18.65,1250,,
AT34,Subtropical,Late Spring,5,5/29/16,2016-05-29T15:07:00Z,2016.408825,44.218,-43.486,44,72,20,18.65,1500,,
AT38,GS/Sargasso,Early Autumn,0,9/4/17,2017-09-04T01:34:00Z,2017.674151,42.254,-44.721,42,73,18.84,15.5,0,,
AT38,GS/Sargasso,Early Autumn,0,9/4/17,2017-09-04T01:34:00Z,2017.674151,42.254,-44.721,42,73,18.84,15.5,5,12.92,
AT38,GS/Sargasso,Early Autumn,0,9/4/17,2017-09-04T01:34:00Z,2017.674151,42.254,-44.721,42,73,18.84,15.5,10,13.19,
AT38,GS/Sargasso,Early Autumn,0,9/4/17,2017-09-04T01:34:00Z,2017.674151,42.254,-44.721,42,73,18.84,15.5,18.84,,
AT38,GS/Sargasso,Early Autumn,0,9/4/17,2017-09-04T01:34:00Z,2017.674151,42.254,-44.721,42,73,18.84,15.5,25,14.87,
AT38,GS/Sargasso,Early Autumn,0,9/4/17,2017-09-04T01:34:00Z,2017.674151,42.254,-44.721,42,73,18.84,15.5,50,15.05,
AT38,GS/Sargasso,Early Autumn,0,9/4/17,2017-09-04T01:34:00Z,2017.674151,42.254,-44.721,42,73,18.84,15.5,75,16.64,
AT38,GS/Sargasso,Early Autumn,0,9/4/17,2017-09-04T01:34:00Z,2017.674151,42.254,-44.721,42,73,18.84,15.5,100,7.12,
AT38,GS/Sargasso,Early Autumn,0,9/4/17,2017-09-04T01:34:00Z,2017.674151,42.254,-44.721,42,73,18.84,15.5,150,,
AT38,GS/Sargasso,Early Autumn,0,9/4/17,2017-09-04T01:34:00Z,2017.674151,42.254,-44.721,42,73,18.84,15.5,200,,
AT38,GS/Sargasso,Early Autumn,0,9/4/17,2017-09-04T01:34:00Z,2017.674151,42.254,-44.721,42,73,18.84,15.5,300,,
AT38,GS/Sargasso,Early Autumn,0,9/4/17,2017-09-04T01:34:00Z,2017.674151,42.254,-44.721,42,73,18.84,15.5,400,,
AT38,GS/Sargasso,Early Autumn,0,9/4/17,2017-09-04T01:34:00Z,2017.674151,42.254,-44.721,42,73,18.84,15.5,418,,
AT38,GS/Sargasso,Early Autumn,0,9/4/17,2017-09-04T01:34:00Z,2017.674151,42.254,-44.721,42,73,18.84,15.5,500,,
AT38,GS/Sargasso,Early Autumn,1,9/4/17,2017-09-04T15:46:00Z,2017.675772,42.391,-42.954,42,74,37.69,35.5,0,,
AT38,GS/Sargasso,Early Autumn,1,9/4/17,2017-09-04T15:46:00Z,2017.675772,42.391,-42.954,42,74,37.69,35.5,5,5.29,
AT38,GS/Sargasso,Early Autumn,1,9/4/17,2017-09-04T15:46:00Z,2017.675772,42.391,-42.954,42,74,37.69,35.5,10,6,
AT38,GS/Sargasso,Early Autumn,1,9/4/17,2017-09-04T15:46:00Z,2017.675772,42.391,-42.954,42,74,37.69,35.5,25,7.47,
AT38,GS/Sargasso,Early Autumn,1,9/4/17,2017-09-04T15:46:00Z,2017.675772,42.391,-42.954,42,74,37.69,35.5,37.69,,
AT38,GS/Sargasso,Early Autumn,1,9/4/17,2017-09-04T15:46:00Z,2017.675772,42.391,-42.954,42,74,37.69,35.5,50,32.46,
AT38,GS/Sargasso,Early Autumn,1,9/4/17,2017-09-04T15:46:00Z,2017.675772,42.391,-42.954,42,74,37.69,35.5,75,16.83,
AT38,GS/Sargasso,Early Autumn,1,9/4/17,2017-09-04T15:46:00Z,2017.675772,42.391,-42.954,42,74,37.69,35.5,100,,
AT38,GS/Sargasso,Early Autumn,1,9/4/17,2017-09-04T15:46:00Z,2017.675772,42.391,-42.954,42,74,37.69,35.5,150,,
AT38,GS/Sargasso,Early Autumn,1,9/4/17,2017-09-04T15:46:00Z,2017.675772,42.391,-42.954,42,74,37.69,35.5,200,,
AT38,GS/Sargasso,Early Autumn,1,9/4/17,2017-09-04T15:46:00Z,2017.675772,42.391,-42.954,42,74,37.69,35.5,300,,
AT38,GS/Sargasso,Early Autumn,1,9/4/17,2017-09-04T15:46:00Z,2017.675772,42.391,-42.954,42,74,37.69,35.5,400,,
AT38,GS/Sargasso,Early Autumn,1,9/4/17,2017-09-04T15:46:00Z,2017.675772,42.391,-42.954,42,74,37.69,35.5,418,,
AT38,GS/Sargasso,Early Autumn,1,9/4/17,2017-09-04T15:46:00Z,2017.675772,42.391,-42.954,42,74,37.69,35.5,500,,
AT38,GS/Sargasso,Early Autumn,1,9/4/17,2017-09-04T15:46:00Z,2017.675772,42.391,-42.954,42,74,37.69,35.5,750,,
AT38,GS/Sargasso,Early Autumn,1,9/4/17,2017-09-04T15:46:00Z,2017.675772,42.391,-42.954,42,74,37.69,35.5,1000,,
AT38,GS/Sargasso,Early Autumn,1,9/4/17,2017-09-04T15:46:00Z,2017.675772,42.391,-42.954,42,74,37.69,35.5,1500,,
AT38,Subtropical,Early Autumn,1.5,9/5/17,2017-09-05T15:35:00Z,2017.678491,43.706,-42.901,44,77,6.94,4.5,0,23.59,
AT38,Subtropical,Early Autumn,1.5,9/5/17,2017-09-05T15:35:00Z,2017.678491,43.706,-42.901,44,77,6.94,4.5,5,24.05,
AT38,Subtropical,Early Autumn,1.5,9/5/17,2017-09-05T15:35:00Z,2017.678491,43.706,-42.901,44,77,6.94,4.5,6.94,,
AT38,Subtropical,Early Autumn,1.5,9/5/17,2017-09-05T15:35:00Z,2017.678491,43.706,-42.901,44,77,6.94,4.5,10,,
AT38,Subtropical,Early Autumn,1.5,9/5/17,2017-09-05T15:35:00Z,2017.678491,43.706,-42.901,44,77,6.94,4.5,25,,
AT38,Subtropical,Early Autumn,1.5,9/5/17,2017-09-05T15:35:00Z,2017.678491,43.706,-42.901,44,77,6.94,4.5,40,31.56,
AT38,Subtropical,Early Autumn,1.5,9/5/17,2017-09-05T15:35:00Z,2017.678491,43.706,-42.901,44,77,6.94,4.5,50,31.48,
AT38,Subtropical,Early Autumn,1.5,9/5/17,2017-09-05T15:35:00Z,2017.678491,43.706,-42.901,44,77,6.94,4.5,75,19.54,
AT38,Subtropical,Early Autumn,1.5,9/5/17,2017-09-05T15:35:00Z,2017.678491,43.706,-42.901,44,77,6.94,4.5,100,3.68,
AT38,Subtropical,Early Autumn,1.5,9/5/17,2017-09-05T15:35:00Z,2017.678491,43.706,-42.901,44,77,6.94,4.5,150,,
AT38,Subtropical,Early Autumn,1.5,9/5/17,2017-09-05T15:35:00Z,2017.678491,43.706,-42.901,44,77,6.94,4.5,200,,
AT38,Subtropical,Early Autumn,1.5,9/5/17,2017-09-05T15:35:00Z,2017.678491,43.706,-42.901,44,77,6.94,4.5,300,,
AT38,Subtropical,Early Autumn,1.5,9/5/17,2017-09-05T15:35:00Z,2017.678491,43.706,-42.901,44,77,6.94,4.5,368,,
AT38,Subtropical,Early Autumn,1.5,9/5/17,2017-09-05T15:35:00Z,2017.678491,43.706,-42.901,44,77,6.94,4.5,400,,
AT38,Subtropical,Early Autumn,1.5,9/5/17,2017-09-05T15:35:00Z,2017.678491,43.706,-42.901,44,77,6.94,4.5,500,,
AT38,Subtropical,Early Autumn,1.5,9/5/17,2017-09-05T15:35:00Z,2017.678491,43.706,-42.901,44,77,6.94,4.5,750,,
AT38,Subtropical,Early Autumn,1.5,9/5/17,2017-09-05T15:35:00Z,2017.678491,43.706,-42.901,44,77,6.94,4.5,1000,,
AT38,Subtropical,Early Autumn,2,9/6/17,2017-09-06T07:03:00Z,2017.680257,44.373,-43.393,44,80,37.69,36.5,0,,
AT38,Subtropical,Early Autumn,2,9/6/17,2017-09-06T07:03:00Z,2017.680257,44.373,-43.393,44,80,37.69,36.5,5,31.88,5
AT38,Subtropical,Early Autumn,2,9/6/17,2017-09-06T07:03:00Z,2017.680257,44.373,-43.393,44,80,37.69,36.5,10,31.36,10
AT38,Subtropical,Early Autumn,2,9/6/17,2017-09-06T07:03:00Z,2017.680257,44.373,-43.393,44,80,37.69,36.5,25,22.84,25
AT38,Subtropical,Early Autumn,2,9/6/17,2017-09-06T07:03:00Z,2017.680257,44.373,-43.393,44,80,37.69,36.5,37.69,,
AT38,Subtropical,Early Autumn,2,9/6/17,2017-09-06T07:03:00Z,2017.680257,44.373,-43.393,44,80,37.69,36.5,50,7.58,50
AT38,Subtropical,Early Autumn,2,9/6/17,2017-09-06T07:03:00Z,2017.680257,44.373,-43.393,44,80,37.69,36.5,75,1.26,75
AT38,Subtropical,Early Autumn,2,9/6/17,2017-09-06T07:03:00Z,2017.680257,44.373,-43.393,44,80,37.69,36.5,100,0.3,100
AT38,Subtropical,Early Autumn,2,9/6/17,2017-09-06T07:03:00Z,2017.680257,44.373,-43.393,44,80,37.69,36.5,150,,
AT38,Subtropical,Early Autumn,2,9/6/17,2017-09-06T07:03:00Z,2017.680257,44.373,-43.393,44,80,37.69,36.5,200,,
AT38,Subtropical,Early Autumn,2,9/6/17,2017-09-06T07:03:00Z,2017.680257,44.373,-43.393,44,80,37.69,36.5,300,,
AT38,Subtropical,Early Autumn,2,9/6/17,2017-09-06T07:03:00Z,2017.680257,44.373,-43.393,44,80,37.69,36.5,368,,
AT38,Subtropical,Early Autumn,2,9/6/17,2017-09-06T07:03:00Z,2017.680257,44.373,-43.393,44,80,37.69,36.5,400,,
AT38,Subtropical,Early Autumn,2,9/6/17,2017-09-06T07:03:00Z,2017.680257,44.373,-43.393,44,80,37.69,36.5,500,,
AT38,Subtropical,Early Autumn,2,9/6/17,2017-09-06T07:03:00Z,2017.680257,44.373,-43.393,44,80,37.69,36.5,750,,
AT38,Subtropical,Early Autumn,2,9/6/17,2017-09-06T07:03:00Z,2017.680257,44.373,-43.393,44,80,37.69,36.5,1000,,
AT38,Subtropical,Early Autumn,2,9/6/17,2017-09-06T07:03:00Z,2017.680257,44.373,-43.393,44,80,37.69,36.5,1250,,
AT38,Subtropical,Early Autumn,2,9/6/17,2017-09-06T07:03:00Z,2017.680257,44.373,-43.393,44,80,37.69,36.5,1500,,
AT38,Subtropical,Early Autumn,2,9/6/17,2017-09-06T15:39:00Z,2017.681239,44.358,-43.342,44,81,39.67,38.5,0,,
AT38,Subtropical,Early Autumn,2,9/6/17,2017-09-06T15:39:00Z,2017.681239,44.358,-43.342,44,81,39.67,38.5,5,,
AT38,Subtropical,Early Autumn,2,9/6/17,2017-09-06T15:39:00Z,2017.681239,44.358,-43.342,44,81,39.67,38.5,10,,
AT38,Subtropical,Early Autumn,2,9/6/17,2017-09-06T15:39:00Z,2017.681239,44.358,-43.342,44,81,39.67,38.5,25,,
AT38,Subtropical,Early Autumn,2,9/6/17,2017-09-06T15:39:00Z,2017.681239,44.358,-43.342,44,81,39.67,38.5,39.67,,
AT38,Subtropical,Early Autumn,2,9/6/17,2017-09-06T15:39:00Z,2017.681239,44.358,-43.342,44,81,39.67,38.5,50,,
AT38,Subtropical,Early Autumn,2,9/6/17,2017-09-06T15:39:00Z,2017.681239,44.358,-43.342,44,81,39.67,38.5,75,,
AT38,Subtropical,Early Autumn,2,9/6/17,2017-09-06T15:39:00Z,2017.681239,44.358,-43.342,44,81,39.67,38.5,100,,
